pool,pool_label,week_start,variant,next_cumulative_net_return_bps,next_cumulative_alpha_bps
baseline_pool_l,lgbm328,2022-09-16,lgbm328,-12.316014,672.996565188537
baseline_pool_l,lgbm328,2022-09-19,lgbm328,28.938109,673.4040582365342
baseline_pool_l,lgbm328,2022-09-20,lgbm328,67.542452,672.3011497401849
baseline_pool_l,lgbm328,2022-09-21,lgbm328,123.498456,674.6626653791158
baseline_pool_l,lgbm328,2022-09-22,lgbm328,59.550123,716.161937690236
baseline_pool_l,lgbm328,2022-09-23,lgbm328,-71.501581,769.6417095584662
baseline_pool_l,lgbm328,2022-09-26,lgbm328,26.077814,780.0560281229411
baseline_pool_l,lgbm328,2022-09-27,lgbm328,-110.508995,719.3850789618147
baseline_pool_l,lgbm328,2022-09-28,lgbm328,-231.852133,738.5492977391964
baseline_pool_l,lgbm328,2022-09-29,lgbm328,-338.597254,750.7816509311992
baseline_pool_l,lgbm328,2022-09-30,lgbm328,-516.127817,730.5376166327246
baseline_pool_l,lgbm328,2022-10-10,lgbm328,-590.021052,709.6820935172248
baseline_pool_l,lgbm328,2022-10-11,lgbm328,-410.852393,692.8653073398077
baseline_pool_l,lgbm328,2022-10-12,lgbm328,-209.340433,687.3730266032788
baseline_pool_l,lgbm328,2022-10-13,lgbm328,-52.585178,682.0115159480652
baseline_pool_l,lgbm328,2022-10-14,lgbm328,111.613057,695.361605280422
baseline_pool_l,lgbm328,2022-10-17,lgbm328,206.360647,714.906225315407
baseline_pool_l,lgbm328,2022-10-18,lgbm328,184.696886,711.5228826881613
baseline_pool_l,lgbm328,2022-10-19,lgbm328,71.375289,639.0768851916683
baseline_pool_l,lgbm328,2022-10-20,lgbm328,84.207179,640.5642639298555
baseline_pool_l,lgbm328,2022-10-21,lgbm328,54.168816,683.0748397436473
baseline_pool_l,lgbm328,2022-10-24,lgbm328,-36.101096,711.4215260038316
baseline_pool_l,lgbm328,2022-10-25,lgbm328,118.449228,719.0329694558293
baseline_pool_l,lgbm328,2022-10-26,lgbm328,198.789669,730.6288652901916
baseline_pool_l,lgbm328,2022-10-27,lgbm328,-59.372206,689.0911458076787
baseline_pool_l,lgbm328,2022-10-28,lgbm328,-144.721986,701.2395619187821
baseline_pool_l,lgbm328,2022-10-31,lgbm328,9.107656,689.7162799388784
baseline_pool_l,lgbm328,2022-11-01,lgbm328,184.373026,702.918322085664
baseline_pool_l,lgbm328,2022-11-02,lgbm328,277.091942,712.7759577104885
baseline_pool_l,lgbm328,2022-11-03,lgbm328,441.569236,753.7922481081389
baseline_pool_l,lgbm328,2022-11-04,lgbm328,556.290695,770.2589054408229
baseline_pool_l,lgbm328,2022-11-07,lgbm328,536.021744,749.9975610087305
baseline_pool_l,lgbm328,2022-11-08,lgbm328,542.076950,741.5483658105144
baseline_pool_l,lgbm328,2022-11-09,lgbm328,479.009570,711.004560661315
baseline_pool_l,lgbm328,2022-11-10,lgbm328,428.495074,650.5742478125217
baseline_pool_l,lgbm328,2022-11-11,lgbm328,335.518963,625.7602565168935
baseline_pool_l,lgbm328,2022-11-14,lgbm328,444.373081,648.6645655192783
baseline_pool_l,lgbm328,2022-11-15,lgbm328,488.898671,611.9320858748308
baseline_pool_l,lgbm328,2022-11-16,lgbm328,454.268761,584.8351312950213
baseline_pool_l,lgbm328,2022-11-17,lgbm328,463.047164,588.531943014992
