model,ask1_notional_p10_cny,ask1_notional_median_cny,ask10_notional_median_cny,fixed_top100_fill_ask1_plus_turnover_pct,fixed_top100_fill_ask10_plus_turnover_pct,old_turnover_only_fill_pct,eventual_limit_fill_share_ask1_pct,eventual_limit_fill_share_ask10_pct
1m,8612.756281280519,106433.49952697754,2992773.261013031,17.217768548706196,82.67714864515162,95.89044364558181,11.217688784038124,10.630220289147154
close,8358.000183105469,94074.40038204193,2329687.9844665527,14.599596353385804,74.3187690874892,90.74165148859272,7.706753470606357,7.174153776168278
