loss,rank_ic,same_day_close_excess_bps,selected_limit_share_pct,limit_contribution_bps,nonlimit_contribution_bps,no_limit_reselect_excess_bps,close_to_next_close_excess_bps,top100_overlap_with_mse_pct
mse,0.011600539441408889,36.513893127441406,6.665454545454545,36.633517524086685,-0.11962680843885788,1.8477234840393066,-8.566174507141113,100.0
huber,0.025068498127401983,28.04560661315918,6.9381818181818184,29.264744383513293,-1.2191356400146784,-0.0858285203576088,5.475954532623291,32.767272727272726
huber80_mse20,0.023380708813389477,32.465755462646484,6.567272727272727,32.56880057804241,-0.10304400385058299,1.103002905845642,-2.327422618865967,40.27
