label_horizon,selected_limit_share_pct,entry_to_close_excess_bps,entry_to_close_selected_limit_mean_bps,entry_to_close_limit_excess_contribution_bps,entry_to_close_nonlimit_excess_contribution_bps,close_to_next_close_excess_bps,close_to_next_close_selected_limit_mean_bps,close_to_next_close_limit_excess_contribution_bps,close_to_next_close_nonlimit_excess_contribution_bps,entry_to_next_close_excess_bps,entry_to_next_close_selected_limit_mean_bps,entry_to_next_close_limit_excess_contribution_bps,entry_to_next_close_nonlimit_excess_contribution_bps,reselected_nonlimit_next_excess_bps,groups
1m,2.5731138107499465,9.975830787915202,559.99255,10.485688647842213,-0.5098578710178531,-2.6848799055001127,142.08452,3.227741924875419,-5.912622079011634,7.343603775308686,710.7694,13.89247631713622,-6.548872433322726,-5.3753266,9690
3m,2.804603717657344,12.480877335122017,568.5646,11.85367710711123,0.627200212031056,-3.1275808278884636,138.61678,3.4506561094939676,-6.578237118781195,9.411243271381615,715.66296,15.500226121328039,-6.088982850812972,-4.79531,9690
10m,3.103019353576129,14.228555200252615,578.6031,13.857113087646198,0.37144201203467886,-3.600501591808262,139.2162,3.9358354215451263,-7.53633706259961,10.693988578267092,726.61475,18.029582928448544,-7.335594206749601,-5.508566,9690
1h,2.8223772100304743,12.1621095026078,611.0571,13.174925565040743,-1.0128161850143593,-2.124120852466726,142.49304,3.4835617747050107,-5.607682748581481,10.059654383796328,763.96387,16.883521033651153,-6.823866506682108,-5.0844364,9690
close,2.759292837120282,14.462207077799327,626.57294,13.301531342547523,1.1606757337973463,-3.8364734104016796,135.641,3.1143962551393707,-6.9508698709124195,10.69791500077054,772.1791,16.62535296863736,-5.927437907245198,-4.647106,9690
