scope,condition,year,groups,candidate_rows_mean,selected_rows_mean,candidate_condition_count_mean,selected_condition_count_mean,candidate_condition_share_pct,selected_condition_share_pct,selection_enrichment_x,selected_condition_next_bps,selected_condition_contribution_bps,pool_next_bps,original_top_next_bps,original_excess_bps,reselected_top_next_bps,reselected_excess_vs_original_pool_bps,reselected_excess_vs_filtered_pool_bps,reselected_excess_delta_vs_original_bps
published_top100,decision_within_25bps,2024,2420,3413.82520661157,100.0,0.9351239669421487,0.006611570247933884,0.027392262648101903,0.006611570247933884,0.2413663424913174,-86.44397737862582,-0.005715304289495919,8.6947787378456,23.143212094325836,14.448433356480232,23.134676366882125,14.43989762903652,14.482857460802025,-0.008535727443710783
published_top100,decision_within_50bps,2024,2420,3413.82520661157,100.0,1.5450413223140496,0.026446280991735537,0.04525836060152586,0.026446280991735537,0.5843402332793274,-12.775665542116844,-0.0033786884078325537,8.6947787378456,23.143212094325836,14.448433356480232,23.087497392087982,14.392718654242378,14.454514120154112,-0.055714702237853686
published_top100,decision_within_100bps,2024,2420,3413.82520661157,100.0,3.0045454545454544,0.10041322314049586,0.08801110990470568,0.10041322314049586,1.1409153145462956,-8.734725270456032,-0.008770819176532314,8.6947787378456,23.143212094325836,14.448433356480232,23.079554995098718,14.384776257253115,14.47845060719103,-0.06365709922711638
published_top100,decision_within_200bps,2024,2420,3413.82520661157,100.0,7.11694214876033,0.4896694214876033,0.2084741226638352,0.4896694214876033,2.3488259129273126,-22.868030699064132,-0.11197775362971485,8.6947787378456,23.143212094325836,14.448433356480232,23.011298921337357,14.316520183491752,14.463936147054426,-0.1319131729884795
published_top100,entry_no_offer,2024,2420,3413.82520661157,100.0,0.0,0.0,0.0,0.0,,,0.0,8.6947787378456,23.143212094325836,14.448433356480232,23.143212094325836,14.448433356480232,14.448433356480232,0.0
published_top100,entry_at_limit_with_offer,2024,2420,3413.82520661157,100.0,0.33801652892561984,0.0070247933884297524,0.009901401169309482,0.0070247933884297524,0.7094746761906686,104.54939770981416,0.0073443791779621535,8.6947787378456,23.143212094325836,14.448433356480232,23.129375572716366,14.434596834870767,14.446594735550416,-0.01383652160946447
published_top100,entry_within_50bps,2024,2420,3413.82520661157,100.0,1.4429752066115702,0.047933884297520664,0.042268573206881065,0.047933884297520664,1.1340312828377495,69.48898871538213,0.033308771450348454,8.6947787378456,23.143212094325836,14.448433356480232,23.05000831240483,14.355229574559226,14.420705916436015,-0.0932037819210052
published_top100,entry_within_100bps,2024,2420,3413.82520661157,100.0,2.891322314049587,0.13884297520661157,0.08469450364505922,0.13884297520661157,1.6393386728905066,2.0524171980174453,0.0028496371013795956,8.6947787378456,23.143212094325836,14.448433356480232,23.021825930239643,14.327047192394039,14.420440200603466,-0.12138616408619285
published_top100,entry_within_200bps,2024,2420,3413.82520661157,100.0,6.964876033057851,0.5702479338842975,0.2040197025778867,0.5702479338842975,2.7950630585131813,-12.803477927249428,-0.07301156834547189,8.6947787378456,23.143212094325836,14.448433356480232,22.92976467007217,14.23498593222657,14.380433444355392,-0.21344742425366192
published_top100,daily_closes_up_limit,2024,2420,3413.82520661157,100.0,33.26735537190083,4.749586776859504,0.9744891246180909,4.749586776859504,4.873924866756107,878.2349748202556,41.71253223381826,8.6947787378456,23.143212094325836,14.448433356480232,-13.805528068794432,-22.500306806640033,-14.202992662382444,-36.94874016312026
published_top100,daily_up_limit_not_current_within_100bps,2024,2420,3413.82520661157,100.0,32.06446280991736,4.677272727272728,0.9392532092099494,4.677272727272727,4.979778276410686,888.4730206686472,41.556306284910825,8.6947787378456,23.143212094325836,14.448433356480232,-13.633060589934454,-22.327839327780055,-14.183881076896549,-36.776272684260285
scoreable_pool,decision_no_offer,2024,2420,3413.82520661157,100.0,0.09256198347107437,0.0,0.002711386139273012,0.0,0.0,,0.0,8.6947787378456,23.143212094325836,14.448433356480232,23.143212094325836,14.448433356480232,14.448975870967535,0.0
scoreable_pool,decision_at_limit,2024,2420,3413.82520661157,100.0,0.28966942148760333,0.001652892561983471,0.008485186087635632,0.001652892561983471,0.19479744402919089,-285.103487338256,-0.0047124543361695215,8.6947787378456,23.143212094325836,14.448433356480232,23.14398948749123,14.449210749645628,14.454390156020763,0.0007773931653964894
scoreable_pool,decision_at_limit_with_offer,2024,2420,3413.82520661157,100.0,0.1987603305785124,0.001652892561983471,0.005822217557992494,0.001652892561983471,0.28389398807580624,-285.103487338256,-0.0047124543361695215,8.6947787378456,23.143212094325836,14.448433356480232,23.14398948749123,14.449210749645628,14.454130737937062,0.0007773931653964894
scoreable_pool,decision_sealed_at_limit,2024,2420,3413.82520661157,100.0,0.09090909090909091,0.0,0.002662968529643137,0.0,0.0,,0.0,8.6947787378456,23.143212094325836,14.448433356480232,23.143212094325836,14.448433356480232,14.448652941224251,0.0
