scope,condition,clock,groups,candidate_rows_mean,selected_rows_mean,candidate_condition_count_mean,selected_condition_count_mean,candidate_condition_share_pct,selected_condition_share_pct,selection_enrichment_x,selected_condition_next_bps,selected_condition_contribution_bps,pool_next_bps,original_top_next_bps,original_excess_bps,reselected_top_next_bps,reselected_excess_vs_original_pool_bps,reselected_excess_vs_filtered_pool_bps,reselected_excess_delta_vs_original_bps
scoreable_pool,touched_limit_by_decision,09:37,969,3318.656346749226,100.0,5.003095975232198,0.7946336429308566,0.15075667536751602,0.7946336429308566,5.270968207501865,-75.51667481007851,-0.6000809040635754,10.583675161101725,27.10959155093119,16.525916389829465,27.61648331575335,17.032808154651622,17.052341366641333,0.5068917648221571
scoreable_pool,touched_limit_by_decision,09:38,969,3311.533539731682,100.0,5.175438596491228,0.8235294117647058,0.15628525377733513,0.823529411764706,5.269399331417512,-92.37056357533403,-0.760698758855692,10.338433283938315,24.190091788083745,13.851658504145428,24.773295495537035,14.434862211598725,14.441749496370091,0.583203707453297
scoreable_pool,touched_limit_by_decision,09:39,969,3307.1630546955626,100.0,5.34984520123839,0.8276573787409701,0.16176538963334738,0.82765737874097,5.116405806068366,-75.65622662240293,-0.626174342117308,9.669375929469336,22.225458252294665,12.556082322825326,22.67715429574221,13.007778366272877,13.002088502561298,0.45169604344755143
scoreable_pool,touched_limit_by_decision,09:40,969,3309.529411764706,100.0,5.504643962848297,0.8441692466460269,0.16632708998688467,0.8441692466460269,5.075356315754648,-59.81621738573441,-0.504950111677304,9.44682360263554,21.907234247537193,12.460410644901652,22.587007950445713,13.140184347810175,13.130323049032478,0.6797737029085233
scoreable_pool,touched_limit_but_opened,09:31,969,3366.3642930856554,100.0,2.6109391124871,0.3653250773993808,0.07755961283958006,0.3653250773993808,4.710248852775976,-41.49272085231955,-0.15158331456884538,12.08094938591074,33.867445967696845,21.7864965817861,33.678027296597726,21.597077910686984,21.671098559700393,-0.1894186710991157
scoreable_pool,touched_limit_but_opened,09:32,969,3359.075335397317,100.0,3.3343653250773992,0.544891640866873,0.09926438058534956,0.544891640866873,5.489296741224956,-44.48362324793482,-0.24238754463270992,13.107300496115242,35.685510405568614,22.578209909453374,35.611528875536834,22.504228379421598,22.571821770142446,-0.07398153003177654
scoreable_pool,touched_limit_but_opened,09:33,969,3352.3653250773996,100.0,3.73374613003096,0.5283797729618163,0.11137646908887398,0.5283797729618164,4.744088022221196,-78.19825303093475,-0.41318375182495976,12.158557548603186,32.82412107542393,20.665563526820744,33.1308938042404,20.972336255637213,21.017109091973424,0.306772728816469
scoreable_pool,touched_limit_but_opened,09:34,969,3341.9731682146544,100.0,4.047471620227038,0.5748194014447885,0.12111023687210734,0.5748194014447885,4.746249502028461,-81.67132971853103,-0.4694626486400597,12.19526606409853,30.32557502689261,18.130308962794082,30.601579808469836,18.406313744371303,18.436379483157143,0.2760047815772211
scoreable_pool,touched_limit_but_opened,09:35,969,3341.5407636738905,100.0,4.30546955624355,0.6522187822497421,0.1288468362573515,0.652218782249742,5.061969709112892,-96.52254493403869,-0.6295381671652471,11.721873312959445,28.34739226860814,16.625518955648698,28.906744093435936,17.184870780476494,17.19554035319291,0.5593518248277967
scoreable_pool,touched_limit_but_opened,09:36,969,3330.7430340557275,100.0,4.593395252837977,0.8699690402476781,0.13790902527970653,0.8699690402476781,6.308282133697997,-29.921243575082478,-0.260305555560315,11.147573340172695,27.681430253209665,16.53385691303697,27.8583290606521,16.710755720479405,16.731677511505367,0.17689880744243425
scoreable_pool,touched_limit_but_opened,09:37,969,3318.656346749226,100.0,4.824561403508772,0.7915376676986584,0.14537695077209933,0.7915376676986585,5.444726027714773,-74.61657667082484,-0.5906183106968281,10.583675161101725,27.10959155093119,16.525916389829465,27.625942746977678,17.042267585875955,17.053731431758468,0.5163511960464895
scoreable_pool,touched_limit_but_opened,09:38,969,3311.533539731682,100.0,5.028895768833849,0.8224974200206399,0.15186002824665085,0.8224974200206397,5.416154794102505,-92.64528467683957,-0.7620050762377826,10.338433283938315,24.190091788083745,13.851658504145428,24.774024362033245,14.435591078094932,14.437580887825156,0.5839325739495038
scoreable_pool,touched_limit_but_opened,09:39,969,3307.1630546955626,100.0,5.195046439628483,0.826625386996904,0.15708467812775284,0.826625386996904,5.262291630534656,-75.3211511601218,-0.6226237572678799,9.669375929469336,22.225458252294665,12.556082322825326,22.669849059038377,13.000473129569045,12.994332518693959,0.4443908067437192
