Exit code: 0
Wall time: 0 seconds
Output:
policy,pool,days,capacity_decision_groups,mean_selected_rows,mean_target_notional,mean_selected_allocated_notional,mean_fill_ratio,min_fill_ratio,mean_capacity_daily_capital_fraction,mean_next_net_return_bps,final_next_cumulative_net_return_bps,total_net_pnl,overlap_days,overlap_mean_fill_ratio,mean_capital_fraction,mean_unique_symbols,mean_repeated_symbols,mean_repeated_symbol_notional_share,max_daily_symbol_weight,mean_effective_symbols,adjacent_pairs,mean_name_jaccard,mean_name_overlap_min,mean_weighted_overlap_min,p95_raw_net_bps_vs_target,p95_winsor_net_bps_vs_target,p95_trim_net_bps_vs_target,p95_tail_notional_share,p99_raw_net_bps_vs_target,p99_winsor_net_bps_vs_target,p99_trim_net_bps_vs_target,p99_tail_notional_share,block_unit,blocks,samples,observed_cumulative_net_bps,bootstrap_p05_cumulative_net_bps,bootstrap_median_cumulative_net_bps,bootstrap_p95_cumulative_net_bps,bootstrap_positive_probability
capacity_only,pool_L,969,9690,1591.9029927760578,500000000.0,500000000.0,1.0,1.0,0.5,19.025524282828947,9217.866515030624,921786651.5030624,969,1.0,0.5,761.6243550051599,374.25386996904024,0.8163228204863373,0.005,340.2955718427814,8721,0.17006091193326303,0.30118209010649843,0.2977605691499874,19.025524282828947,-9.06790619277468,-59.334345273830145,0.056782463862833185,19.025524282828947,13.351867662326539,-5.382585951066502,0.011051039342593166,month,48,5000,9217.866515030622,1067.276132922212,9193.658223588176,17257.904732563442,0.9694
realistic_no_refill,pool_L,969,9690,1550.4726522187823,500000000.0,406957886.6933005,0.8139157733866009,0.6175850961374283,0.5,15.34238606117219,7433.3860466379265,743338604.6637927,969,0.8139157733866009,0.40695788669330046,744.6305469556244,365.2136222910217,0.8134878870600437,0.004999428015232086,314.97812662522483,8721,0.16759445515182894,0.2972823175807374,0.29220109977012587,15.342386061172189,-6.270432717539454,-45.72548442900452,0.055142485688258906,15.342386061172189,11.090453473876861,-3.2380244441065638,0.010478991693950316,month,48,5000,7433.3860466379265,1017.5956067551824,7366.270145880329,13903.275836937319,0.9718
visible_pretrade_refill,pool_L,969,9690,2009.1124871001032,500000000.0,499984987.10764885,0.9999699742152977,0.9999123593978405,0.5,17.7475955071396,8598.710023209136,859871002.3209136,969,0.9999699742152977,0.4999849871076488,921.4004127966977,475.79153766769866,0.8351672787126718,0.004999428015232086,375.3283311514064,8721,0.17874329190907878,0.31436096396587304,0.30280322671730303,17.747595507139593,-8.585648097247981,-55.672683415599096,0.05569470582712318,17.747595507139593,12.48209054876209,-4.987369508802909,0.010707962049807226,month,48,5000,8598.710023209134,497.0349129491176,8581.654357339452,16800.953963467397,0.9606
