Exit code: 0
Wall time: 0 seconds
Output:
policy,pool,overlap_days,overlap_mean_fill_ratio,mean_capital_fraction,mean_unique_symbols,mean_repeated_symbols,mean_repeated_symbol_notional_share,max_daily_symbol_weight,mean_effective_symbols,adjacent_pairs,mean_name_jaccard,mean_name_overlap_min,mean_weighted_overlap_min
capacity_only,pool_L,969,1.0,0.5,761.6243550051599,374.25386996904024,0.8163228204863373,0.005,340.2955718427814,8721,0.17006091193326303,0.30118209010649843,0.2977605691499874
realistic_no_refill,pool_L,969,0.8139157733866009,0.40695788669330046,744.6305469556244,365.2136222910217,0.8134878870600437,0.004999428015232086,314.97812662522483,8721,0.16759445515182894,0.2972823175807374,0.29220109977012587
visible_pretrade_refill,pool_L,969,0.9999699742152977,0.4999849871076488,921.4004127966977,475.79153766769866,0.8351672787126718,0.004999428015232086,375.3283311514064,8721,0.17874329190907878,0.31436096396587304,0.30280322671730303
