case,window,horizon,pool,year,half,months,short_internal_excess_bps,next_internal_excess_bps,short_rank_ic,next_rank_ic,short_positive_months,next_positive_months
w1401_1410_h1m,14:01-14:10,1m,universe,2024,H1,6,13.1684675,-24.247368336531693,0.3844515617097864,0.0216117447910176,6,1
w1401_1410_h1m,14:01-14:10,1m,universe,2024,H2,6,14.751002,-41.86590229727617,0.3937732037292192,0.0035503220225673,6,1
w1401_1410_h1m,14:01-14:10,1m,universe,2025,H1,6,11.529499,-27.34940931871938,0.3790955999011952,0.0148525700580402,6,0
w1401_1410_h1m,14:01-14:10,1m,universe,2025,H2,6,8.5981245,-16.99360034132775,0.3521932937137552,0.0166350692664918,6,1
w1401_1410_h1m,14:01-14:10,1m,pool_L,2022,H1,6,8.929684,0.9324594257929374,0.3563749954079233,0.0090526067553718,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2022,H2,6,8.078056,-1.3277299729608256,0.3745034167255787,0.0091845217407514,6,1
w1401_1410_h1m,14:01-14:10,1m,pool_L,2023,H1,6,7.5487695,3.553822380410347,0.3803586683405041,0.0200363487128312,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2023,H2,6,6.2894797,-1.57499746812855,0.379560011858237,0.0014758184390485,6,3
w1401_1410_h1m,14:01-14:10,1m,pool_L,2024,H1,6,8.875958,9.29081679887035,0.3805097449701224,0.0213749831701321,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2024,H2,6,9.137348,-6.601018080011717,0.3893833334459961,-0.0036008200198692,6,2
w1401_1410_h1m,14:01-14:10,1m,pool_L,2025,H1,6,7.0516133,3.141880932319204,0.3835636500980512,0.0115789460238564,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2025,H2,6,5.451164,2.899047147680148,0.3443806600879235,0.0095327717487694,6,4
w1401_1410_h3m,14:01-14:10,3m,universe,2022,H1,6,15.564147,-28.529720631438696,0.3076286423848552,0.0196842123827258,6,0
w1401_1410_h3m,14:01-14:10,3m,universe,2022,H2,6,12.58409,-16.275862249989995,0.319863450913896,0.0168818754644392,6,0
w1401_1410_h3m,14:01-14:10,3m,universe,2023,H1,6,11.484825,-5.187617218792588,0.3235247472925039,0.0287820289553391,6,2
w1401_1410_h3m,14:01-14:10,3m,universe,2023,H2,6,10.979932,-31.368420969184985,0.3301125694528836,0.0119841900422828,6,0
w1401_1410_h3m,14:01-14:10,3m,universe,2024,H1,6,14.20848,-24.483553260184923,0.3217286572384376,0.0245269862186608,6,1
w1401_1410_h3m,14:01-14:10,3m,universe,2024,H2,6,15.936768,-34.39791338385091,0.3387538052290555,0.0088251682738887,6,1
w1401_1410_h3m,14:01-14:10,3m,universe,2025,H1,6,11.83783,-21.53699274904293,0.3140741524250421,0.0240308600932731,6,1
w1401_1410_h3m,14:01-14:10,3m,universe,2025,H2,6,8.5641775,-20.633548757139685,0.2833700051509368,0.0212114816917166,6,0
w1401_1410_h3m,14:01-14:10,3m,pool_L,2022,H1,6,9.557484,2.2666503247036176,0.2950097314165393,0.0129582854648006,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2022,H2,6,8.448053,0.5449443283616278,0.30655587523243,0.012378283880007,6,2
w1401_1410_h3m,14:01-14:10,3m,pool_L,2023,H1,6,8.012475,5.561587308947344,0.3174746385712179,0.0217945109988083,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2023,H2,6,6.732921,-1.7663170025885948,0.3191117072232844,0.002826708603528,6,3
w1401_1410_h3m,14:01-14:10,3m,pool_L,2024,H1,6,9.451725,4.962866372029004,0.3193274034093488,0.021721452582393,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2024,H2,6,10.097213,-0.9780537943583342,0.3338578125523527,0.0008806844239472,6,3
w1401_1410_h3m,14:01-14:10,3m,pool_L,2025,H1,6,7.3548427,4.416449174684167,0.3182050703935381,0.0176158691825547,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2025,H2,6,5.408175,2.5804982183710634,0.2743902304142686,0.0113603491893846,6,4
w1401_1410_h5m,14:01-14:10,5m,universe,2022,H1,6,15.58337,-15.17148963341226,0.2760297580643807,0.0251083600755534,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2022,H2,6,12.293788,-14.408851364355108,0.2845538340811599,0.0193659364575192,6,0
w1401_1410_h5m,14:01-14:10,5m,universe,2023,H1,6,11.122787,-3.899874127370917,0.286474677761781,0.0285846357642322,6,2
w1401_1410_h5m,14:01-14:10,5m,universe,2023,H2,6,10.875637,-31.687897395809618,0.2933353083816202,0.0140585264669028,6,0
w1401_1410_h5m,14:01-14:10,5m,universe,2024,H1,6,14.393483,-16.9533871483064,0.2849394749673741,0.0270400124391231,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2024,H2,6,14.381595,-37.39773963922495,0.3024801961469684,0.0100809671782359,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2025,H1,6,11.456073,-20.10450971099525,0.277352254408974,0.0279382038545343,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2025,H2,6,7.550556,-20.46444179777126,0.2465833262009258,0.021564573019637,6,0
w1401_1410_h5m,14:01-14:10,5m,pool_L,2022,H1,6,9.799141,5.358673588576136,0.2620740986507588,0.0146181044699308,6,5
w1401_1410_h5m,14:01-14:10,5m,pool_L,2022,H2,6,8.579673,1.791441232700607,0.2723168489935464,0.0134413476825204,6,3
w1401_1410_h5m,14:01-14:10,5m,pool_L,2023,H1,6,7.962036,6.031664481377504,0.2797631897593449,0.0221323545251651,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2023,H2,6,6.7547297,-2.445157128805437,0.2809530391280672,0.0042582330832158,6,3
w1401_1410_h5m,14:01-14:10,5m,pool_L,2024,H1,6,9.658419,8.452599772203625,0.282452672589849,0.0228538248515731,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2024,H2,6,9.677341,-3.765425739077004,0.2987687482616444,0.0002738422231386,6,1
w1401_1410_h5m,14:01-14:10,5m,pool_L,2025,H1,6,7.3900285,5.049547407728149,0.2798475582624626,0.0199448254073708,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2025,H2,6,5.003954,1.867523576119586,0.2369656208940012,0.0110753066503311,6,4
