case,window,label,pool,year,half,months,short_internal_excess_bps,next_internal_excess_bps,short_rank_ic,next_rank_ic,short_positive_months,next_positive_months
w1401_1410_h1m,14:01-14:10,1m,universe,2025,H1,6,11.529499,-27.34940931871938,0.3790955999011952,0.0148525700580402,6,0
w1401_1410_h1m,14:01-14:10,1m,universe,2025,H2,6,8.613603,-18.544248982691045,0.3518392120063876,0.0165728143727781,6,1
w1401_1410_h1m,14:01-14:10,1m,pool_L,2022,H1,6,8.869594,-0.2935058145812787,0.3541930262325763,0.0091707359333315,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2022,H2,6,7.948422,-2.677032623026008,0.3715912748946658,0.0078993736331078,6,1
w1401_1410_h1m,14:01-14:10,1m,pool_L,2023,H1,6,7.470598,4.17910579558139,0.3778712094838929,0.0183443115205483,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2023,H2,6,6.3246193,-2.1632972922493674,0.3789952190740611,0.0011891781620701,6,3
w1401_1410_h1m,14:01-14:10,1m,pool_L,2024,H1,6,9.113353,8.845968275759907,0.3827107576179396,0.0201618509520787,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2024,H2,6,9.1942,-5.294770888746355,0.3907926683201573,-0.0048512988969792,6,2
w1401_1410_h1m,14:01-14:10,1m,pool_L,2025,H1,6,7.0516133,3.141880932319204,0.3835636500980512,0.0115789460238564,6,4
w1401_1410_h1m,14:01-14:10,1m,pool_L,2025,H2,6,5.429329,2.7217699179042736,0.3440323459648299,0.0096833567290067,6,4
w1401_1410_h3m,14:01-14:10,3m,universe,2022,H1,6,15.840888,-25.91919285870109,0.3094902498660324,0.0215214613921863,6,0
w1401_1410_h3m,14:01-14:10,3m,universe,2022,H2,6,12.491149,-16.470811480631028,0.319323814730598,0.0181822708680239,6,0
w1401_1410_h3m,14:01-14:10,3m,universe,2023,H1,6,11.445224,-6.365772730839647,0.3233657879035479,0.0294658788854278,6,2
w1401_1410_h3m,14:01-14:10,3m,universe,2023,H2,6,10.815376,-29.76398549290625,0.3269194094622074,0.010596418198443,6,0
w1401_1410_h3m,14:01-14:10,3m,universe,2024,H1,6,14.20848,-24.483553260184923,0.3217286572384376,0.0245269862186608,6,1
w1401_1410_h3m,14:01-14:10,3m,universe,2024,H2,6,15.887404,-30.52707311259871,0.3387320753610903,0.0109979412879917,6,1
w1401_1410_h3m,14:01-14:10,3m,universe,2025,H1,6,11.943683,-20.661663823267507,0.3143492851107819,0.0221493863237877,6,1
w1401_1410_h3m,14:01-14:10,3m,universe,2025,H2,6,8.454274,-20.23389717480408,0.2826099067028293,0.0218104427714776,6,0
w1401_1410_h3m,14:01-14:10,3m,pool_L,2022,H1,6,9.779569,2.4233507850583647,0.2970752601841436,0.0138491411332363,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2022,H2,6,8.267074,1.881498861000782,0.3068559494887262,0.0134500083156891,6,3
w1401_1410_h3m,14:01-14:10,3m,pool_L,2023,H1,6,8.026225,5.344437823409936,0.3172598129463702,0.0227452259747439,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2023,H2,6,6.5830994,-0.1408096833632471,0.3161641386556635,0.0021797689310741,6,3
w1401_1410_h3m,14:01-14:10,3m,pool_L,2024,H1,6,9.451725,4.962866372029004,0.3193274034093488,0.021721452582393,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2024,H2,6,10.04219,0.4290032708826681,0.3341275628931699,0.0010046041329073,6,3
w1401_1410_h3m,14:01-14:10,3m,pool_L,2025,H1,6,7.396578,4.679276720194807,0.3174476667501011,0.0168961509163224,6,4
w1401_1410_h3m,14:01-14:10,3m,pool_L,2025,H2,6,5.334741,1.8767599754683384,0.2735114113489337,0.0118911084524586,6,4
w1401_1410_h5m,14:01-14:10,5m,universe,2022,H1,6,15.82307,-17.861462142723862,0.2749092854347272,0.0247905887448506,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2022,H2,6,12.205753,-12.338352222866453,0.2854332999591509,0.0227288909117285,6,0
w1401_1410_h5m,14:01-14:10,5m,universe,2023,H1,6,11.667175,-6.424123160970946,0.2872762549438623,0.0267484214622853,6,2
w1401_1410_h5m,14:01-14:10,5m,universe,2023,H2,6,10.850005,-27.133540917503638,0.2956713542939431,0.0148244431319219,6,0
w1401_1410_h5m,14:01-14:10,5m,universe,2024,H1,6,14.300522,-15.928749407791829,0.2840599802442392,0.0274511118266378,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2024,H2,6,15.768138,-32.16664311309504,0.3043356059217414,0.0115363201174486,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2025,H1,6,12.170924,-20.684553321611496,0.2767935886758352,0.0246231989693416,6,1
w1401_1410_h5m,14:01-14:10,5m,universe,2025,H2,6,8.095653,-17.7886387109218,0.2473368948631226,0.0206096664757611,6,1
w1401_1410_h5m,14:01-14:10,5m,pool_L,2022,H1,6,9.830461,5.48738689465658,0.2602654943278909,0.0151298434879736,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2022,H2,6,8.451425,3.0172582277563547,0.2730448765226755,0.01598767682162,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2023,H1,6,8.281949,5.149936998878762,0.2805581890315767,0.0200054328640329,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2023,H2,6,6.8464103,-1.8744919472474848,0.2836168710190636,0.0035987152207342,6,2
w1401_1410_h5m,14:01-14:10,5m,pool_L,2024,H1,6,9.55158,9.286520638475272,0.281685682658821,0.0228012645041013,6,4
w1401_1410_h5m,14:01-14:10,5m,pool_L,2024,H2,6,10.156457,-1.9030081379151416,0.2995549744091006,0.0017284498835721,6,3
w1401_1410_h5m,14:01-14:10,5m,pool_L,2025,H1,6,7.522922,4.363545005055865,0.2790570109308357,0.0179002675202348,6,5
w1401_1410_h5m,14:01-14:10,5m,pool_L,2025,H2,6,5.1665177,2.721381414652463,0.2374047638989775,0.0102470792159087,6,3
