case,window,label,test_fold,run_id,test_year,test_month,train_start_date,train_end_date,test_start_date,test_end_date,train_rows,train_dates,train_symbols,test_rows,test_dates,test_symbols,features,model_name,alpha,model_target_col,model_test_r2,ic_mode,selection_mode,top_n,stock_pool_enabled,stock_pool_name,stock_pool_path,stock_pool_date_lag_sessions,stock_pool_filter_train,stock_pool_filter_selection,stock_pool_add_feature,rows,dates,symbols,sample_grain,ic_grouping,ic_groups,overall_ic,overall_rank_ic,group_ic_mean,group_ic_std,group_ic_ir,group_rank_ic_mean,group_rank_ic_std,group_rank_ic_ir,daily_ic_mean,daily_ic_std,daily_ic_ir,daily_rank_ic_mean,daily_rank_ic_std,daily_rank_ic_ir,mean_label,win_rate,top_score_trades,top_score_groups,top_score_group_cols,top_score_mean_return,top_score_median_return,top_score_win_rate,top_score_return_std
w1001_1010_h5m,10:01-10:10,5m,2022-07,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,28996639,729,4798,5840031,125,4906,350,torch_mlp,1.0,target_label,0.0175469059289291,cross_section,cross_section,100,False,,,0,False,False,False,5840031,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.139157339498572,0.1455064458113215,0.1614000519391951,0.0558891573883463,2.8878598189932485,0.1577463692991882,0.0627556276800793,2.5136609278033264,0.1558826422229576,0.0377103790088058,4.133680072177402,0.1491877347694649,0.0437666488950254,3.408708195303977,-0.000953477458097,0.3532203853027492,125000,1250,"date,decision_target_timestamp",0.0006718617514707,-9.266778215533122e-05,0.48832,0.0082722688093781
w1001_1010_h5m,10:01-10:10,5m,2023-01,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,30423872,728,4983,5684293,118,5036,350,torch_mlp,1.0,target_label,0.033129723387912,cross_section,cross_section,100,False,,,0,False,False,False,5684293,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.1789054097702752,0.1467036722095474,0.1857198964335539,0.0606041102931201,3.0644769065215884,0.1569670943441094,0.0638488655699762,2.4584163390041542,0.1806583379871622,0.0420956007638131,4.291620376219036,0.1486279552858224,0.0411318744399456,3.6134496010588015,-0.0007753949612379,0.3593942113821367,118000,1180,"date,decision_target_timestamp",0.0006582778878509,-6.352820491883904e-05,0.4918305084745762,0.0083787636831402
w1001_1010_h5m,10:01-10:10,5m,2023-07,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,31842468,729,5109,6135154,124,5111,350,torch_mlp,1.0,target_label,0.0288183283651201,cross_section,cross_section,100,False,,,0,False,False,False,6135154,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.1710182386511536,0.144846028015314,0.1792085460333672,0.065093434660244,2.7530970975605804,0.1554750565051687,0.0730214712974394,2.129169047715704,0.1715631899104529,0.0487460094690691,3.519533019811913,0.1436808793095642,0.0602051230846089,2.386522474302448,-0.0005209749215282,0.3854969247715705,124000,1240,"date,decision_target_timestamp",0.0009350465843454,-3.037869100808166e-05,0.4949435483870967,0.00900249928236
w1001_1010_h5m,10:01-10:10,5m,2024-01,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,33117929,727,5202,5840680,117,5127,350,torch_mlp,1.0,target_label,0.0373286544507213,cross_section,cross_section,100,False,,,0,False,False,False,5840680,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1587554777680374,0.1227011563192744,0.1960072850018177,0.0804948791705086,2.435028004534604,0.160976747374459,0.0852778858104212,1.8876728221466663,0.1829114278339011,0.0647316651515271,2.8256870483052308,0.1447666735577416,0.0690815093026521,2.095592221697215,-0.0012435286771506,0.3512678318278008,117000,1170,"date,decision_target_timestamp",0.0003632466541603,-0.0004155163187533,0.466076923076923,0.0095412041991949
w1001_1010_h5m,10:01-10:10,5m,2024-07,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,34177146,726,5226,6195454,125,5136,350,torch_mlp,1.0,target_label,0.0253808476683546,cross_section,cross_section,100,False,,,0,False,False,False,6195454,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.1411802670738673,0.1209905785377164,0.176936507503164,0.0806852072470666,2.19292375319017,0.1608975357974609,0.0951962373609847,1.6901669672860746,0.1650305927812094,0.0643286676910595,2.5654284272413994,0.1419048531128849,0.0774411234816071,1.832422448604952,-0.0006873959209769,0.4048145624194773,125000,1250,"date,decision_target_timestamp",0.0008399023208767,-7.09861924406141e-05,0.490896,0.0103452270850539
w1001_1010_h5m,10:01-10:10,5m,2025-01,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,34965169,726,5260,5878481,117,5167,350,torch_mlp,1.0,target_label,0.0277539733506975,cross_section,cross_section,100,False,,,0,False,False,False,5878481,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1506587725909812,0.1385285487828574,0.171427820509882,0.0782196622874232,2.191620565682824,0.163304167240366,0.0933359356785909,1.7496387222464431,0.1663730398914285,0.0590957015448947,2.8153154212922886,0.1545062792047105,0.0729157287283906,2.118970514307589,-0.0005541475838981,0.3847686162462718,117000,1170,"date,decision_target_timestamp",0.0007759185391478,-0.0001277167903026,0.4845897435897436,0.0088394274935126
w1001_1010_h5m,10:01-10:10,5m,2025-07,nn_ds350_w1001_1010_h5m_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,35574093,726,5266,6398492,126,5195,350,torch_mlp,1.0,target_label,0.0192246639441169,cross_section,cross_section,100,False,,,0,False,False,False,6398492,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.1380288860853004,0.1267592327007879,0.1434504148349089,0.0721343267412749,1.988656736887892,0.1411018075060446,0.0885338977011598,1.5937602564649789,0.1427812087333803,0.0513858273795031,2.7786106795340446,0.1395306678220745,0.0597899466160507,2.3336810905366696,-0.0005843937979079,0.3788448903272833,126000,1260,"date,decision_target_timestamp",0.0005293276626616,-0.0001711820514174,0.4858730158730158,0.0083339586853981
w1001_1010_h10m,10:01-10:10,10m,2022-01,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,27726169,730,4646,5253174,117,4751,350,torch_mlp,1.0,target_label,0.0198624866373722,cross_section,cross_section,100,False,,,0,False,False,False,5253174,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1396338152458024,0.1078245292067306,0.1524272821127077,0.0636737913270674,2.39387790385762,0.1262090012758001,0.0568016450031426,2.2219251091903685,0.1509047432060398,0.0514440699662586,2.9333748924806278,0.122633191023525,0.0453235824669576,2.705725901365553,-0.0009020165889523,0.3876186092446205,117000,1170,"date,decision_target_timestamp",0.0013582882238551,-1.4901161193847656e-08,0.4983931623931624,0.0128737771883606
w1001_1010_h10m,10:01-10:10,10m,2022-07,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,28903857,729,4798,5823616,125,4906,350,torch_mlp,1.0,target_label,0.0124820565813964,cross_section,cross_section,100,False,,,0,False,False,False,5823616,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.120114485723795,0.114504798999532,0.1241394901885118,0.0509984510725748,2.434181579590555,0.1189003652565405,0.0631130460957688,1.883926899616272,0.1196194070090967,0.0369042848302344,3.2413419623050563,0.1104086624717158,0.0494787715286293,2.231434998498929,-0.0009680417715571,0.3778289983405499,125000,1250,"date,decision_target_timestamp",0.0008434452465735,-0.0001387058728141,0.487168,0.0106402887031435
w1001_1010_h10m,10:01-10:10,10m,2023-01,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,30333218,728,4983,5667392,118,5036,350,torch_mlp,1.0,target_label,0.0194544636105653,cross_section,cross_section,100,False,,,0,False,False,False,5667392,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.1381357567433952,0.1127104183481707,0.1427886986428913,0.0565752110934047,2.523873899598,0.1193787317947061,0.0612460097486032,1.9491675014375704,0.1405456466379447,0.0427335834212196,3.288880439831212,0.1153807435490385,0.048508136891941,2.3785853455074157,-0.0007293870439752,0.3808732482242273,118000,1180,"date,decision_target_timestamp",0.0008771978318691,-0.0001751890813466,0.4876694915254237,0.0106768272817134
w1001_1010_h10m,10:01-10:10,10m,2023-07,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,31748654,729,5109,6120041,124,5111,350,torch_mlp,1.0,target_label,0.0141849584699176,cross_section,cross_section,100,False,,,0,False,False,False,6120041,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.1242161537349838,0.1014707889846079,0.1300773703635599,0.0661942005965352,1.965087110219872,0.1080522476407993,0.0772683852175793,1.39840178278006,0.1248933871681271,0.0533885065402014,2.3393309770536947,0.0995367810527625,0.0689875589781952,1.4428221918132058,-0.0004276999097783,0.4047708177118421,124000,1240,"date,decision_target_timestamp",0.0010994544718414,-0.0001645419833948,0.4877177419354839,0.0116132404655218
w1001_1010_h10m,10:01-10:10,10m,2024-01,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,33019783,727,5202,5830042,117,5127,350,torch_mlp,1.0,target_label,0.0206320521751428,cross_section,cross_section,100,False,,,0,False,False,False,5830042,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1179166672540143,0.0986386280613451,0.1493014031178743,0.0758030402363691,1.9695965049993052,0.1222970380522496,0.0883662213368303,1.3839794912818928,0.1442610579808948,0.0640176030687027,2.25345922161559,0.1161035948490148,0.0757157598628538,1.5334138501590235,-0.0012044687755405,0.3753147919002985,117000,1170,"date,decision_target_timestamp",0.00046377297258,-0.0004920031642541,0.4677094017094017,0.0120789026841521
w1001_1010_h10m,10:01-10:10,10m,2024-07,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,34086890,726,5226,6174704,125,5136,350,torch_mlp,1.0,target_label,0.0107121698206132,cross_section,cross_section,100,False,,,0,False,False,False,6174704,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.1007856313117567,0.0862313027569293,0.1341864616333566,0.0758596675202682,1.7688775342642342,0.1201889457650447,0.0966628980483205,1.2433823958491694,0.1318456420828921,0.0620219672203243,2.125789425777627,0.113123964871923,0.0859982800414051,1.3154212481628451,-0.000634437194094,0.4188662322922686,125000,1250,"date,decision_target_timestamp",0.0009258381323888,-0.0002852433244697,0.480216,0.0129881268367171
w1001_1010_h10m,10:01-10:10,10m,2025-01,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,34868969,726,5260,5871547,117,5167,350,torch_mlp,1.0,target_label,0.014066036028368,cross_section,cross_section,100,False,,,0,False,False,False,5871547,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.1045585358306369,0.0958290227216284,0.1286977937681635,0.0755838882346739,1.7027146495636842,0.1157340572405489,0.0992087578739717,1.1665709733768648,0.1276460817259444,0.0610423786817045,2.091105957576358,0.1114690906299557,0.0844190066363918,1.3204264664007908,-0.0003110168327111,0.4185394411387663,117000,1170,"date,decision_target_timestamp",0.0010704312007874,-0.0001491671719122,0.4868717948717949,0.0113637018948793
w1001_1010_h10m,10:01-10:10,10m,2025-07,nn_ds350_w1001_1010_h10m_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,35487342,726,5266,6391768,126,5195,350,torch_mlp,1.0,target_label,0.0098409750156878,cross_section,cross_section,100,False,,,0,False,False,False,6391768,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.1028042588119501,0.0870728500704929,0.1070382925154023,0.0695387626240952,1.5392608162158106,0.0956336809422158,0.0968194982280051,0.9877522884595338,0.1066613842980214,0.0550965536048552,1.93589938606654,0.0951933164594664,0.0792225834775103,1.2015931856916764,-0.0005582080921158,0.3994760135223932,126000,1260,"date,decision_target_timestamp",0.0006170757114887,-0.0004360800376161,0.473547619047619,0.0112154996022582
w1001_1010_h1h,10:01-10:10,1h,2022-01,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,26862682,730,4646,5127551,117,4751,350,torch_mlp,1.0,target_label,0.000446692913836,cross_section,cross_section,100,False,,,0,False,False,False,5127551,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0757622375365704,0.0574894713109086,0.0798361522088499,0.0468337150389185,1.7046726304438269,0.0555132090379438,0.0522101735164078,1.0632642126825715,0.0789455085679589,0.0398751860122374,1.9798154306723736,0.0523212029378469,0.047696098084307,1.0969702981859148,-0.0007710874197073,0.4231409887488198,117000,1170,"date,decision_target_timestamp",0.0025257910601794,-0.0003253534086979,0.4811452991452991,0.0230745244771242
w1001_1010_h1h,10:01-10:10,1h,2022-07,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,28004716,729,4798,5665191,125,4906,350,torch_mlp,1.0,target_label,-0.0088068436523407,cross_section,cross_section,100,False,,,0,False,False,False,5665191,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0446251224899471,0.0545595395518355,0.0597561904887291,0.0468680346243216,1.2749881868893094,0.0470216944636102,0.0590380612418265,0.796464068679426,0.058092446068394,0.0411637622119047,1.411252104930134,0.0428362234477369,0.0549473949184659,0.7795860661146858,-0.0003338017268106,0.4454153443370223,125000,1250,"date,decision_target_timestamp",0.0016122594242915,-0.0005239151068963,0.477432,0.0204935036599636
w1001_1010_h1h,10:01-10:10,1h,2023-01,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,29457277,728,4983,5525329,118,5036,350,torch_mlp,1.0,target_label,0.0028207080127418,cross_section,cross_section,100,False,,,0,False,False,False,5525329,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.0682828128965827,0.0496916298094978,0.0678232129946424,0.0583359061622031,1.162632372694439,0.0461139306617208,0.0573042249565394,0.8047213045232613,0.0676265170065199,0.0531250493414372,1.2729685495797112,0.0449123996315046,0.052980467754379,0.8477161779643305,-0.0010058125481009,0.3980124984412693,118000,1180,"date,decision_target_timestamp",0.0011926473816856,-0.0011377719929441,0.4616694915254237,0.0205035731196403
w1001_1010_h1h,10:01-10:10,1h,2023-07,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,30876292,729,5109,5969870,124,5111,350,torch_mlp,1.0,target_label,0.0003355162309454,cross_section,cross_section,100,False,,,0,False,False,False,5969870,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.055605187051168,0.0350506884825793,0.0573555758412016,0.0612054317636313,0.9370994401722812,0.0332574866530582,0.0748826891560807,0.4441278355233533,0.0550646998615329,0.0534692747863607,1.0298381655922362,0.0277185830008545,0.0714110685155542,0.3881552758843966,-0.0005237889708951,0.4131373044974178,124000,1240,"date,decision_target_timestamp",0.0012448370689526,-0.0014876786153763,0.4520806451612903,0.0218099113553762
w1001_1010_h1h,10:01-10:10,1h,2024-01,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,32133550,727,5202,5699890,117,5127,350,torch_mlp,1.0,target_label,0.0031966769767723,cross_section,cross_section,100,False,,,0,False,False,False,5699890,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0720854951951161,0.0734564786543588,0.0770993434035925,0.0614094306814589,1.2554967950040097,0.0590256538839435,0.0742704475836801,0.794739439498323,0.0754433915457442,0.0547129722723913,1.3788940430826064,0.0527226072712102,0.0712156839734328,0.7403229784450085,-0.0012382110580801,0.4112284623036585,117000,1170,"date,decision_target_timestamp",0.0007353446562774,-0.0015726063866168,0.4491709401709401,0.0216861404478549
w1001_1010_h1h,10:01-10:10,1h,2024-07,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,33238103,726,5226,5997777,125,5136,350,torch_mlp,1.0,target_label,-0.0042653745317158,cross_section,cross_section,100,False,,,0,False,False,False,5997777,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0448781368061245,0.0323617084464317,0.0675651979804017,0.0601549812492359,1.123185421677111,0.0545783669129669,0.0732866616180315,0.7447244247176679,0.0678167966302506,0.0527920067018754,1.2846035009281322,0.0506807608016401,0.0701810423413548,0.722143175861268,0.0009223088272847,0.4887932645711902,125000,1250,"date,decision_target_timestamp",0.0033088596537709,5.260841362542124e-08,0.503688,0.024857360869646
w1001_1010_h1h,10:01-10:10,1h,2025-01,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,33985608,726,5260,5767208,117,5167,350,torch_mlp,1.0,target_label,-0.00097656527473,cross_section,cross_section,100,False,,,0,False,False,False,5767208,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0628465800722882,0.0547055236854766,0.0645768138269458,0.0632149036811265,1.021544130679834,0.0456852376814166,0.0745623648318098,0.6127117585992442,0.064603052901209,0.0543002977373211,1.189736623797674,0.0429189402683417,0.071659332842557,0.5989302239617422,-0.0004056872276123,0.4334657255295803,117000,1170,"date,decision_target_timestamp",0.0014654488768428,-0.0010025282390415,0.4686495726495726,0.0221070740371942
w1001_1010_h1h,10:01-10:10,1h,2025-07,nn_ds350_w1001_1010_h1h_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,34625265,726,5266,6304818,126,5195,350,torch_mlp,1.0,target_label,-0.0021643623751435,cross_section,cross_section,100,False,,,0,False,False,False,6304818,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.0461194504144278,0.0350961300242431,0.0495326917200973,0.0445511920768482,1.1118151818397182,0.0414776398720301,0.0602658356922472,0.6882446645864058,0.0502223482430886,0.0365427552734275,1.374344869928526,0.0415620098185023,0.055589146036665,0.7476641175795217,-0.000235066836467,0.4403138996240652,126000,1260,"date,decision_target_timestamp",0.0010850838152691,-0.001433779252693,0.4555793650793651,0.0220946054905653
w1001_1010_hclose,10:01-10:10,close,2022-01,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,28613709,730,4646,5396967,117,4751,350,torch_mlp,1.0,target_label,-0.0028943746703506,cross_section,cross_section,100,False,,,0,False,False,False,5396967,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0570860209413332,0.0450424451540389,0.0689846578624953,0.0488728582769225,1.4115126533344078,0.0528560130312599,0.0443954503140859,1.1905727424165702,0.0688785720720299,0.0448859485349147,1.5345241511038226,0.0524636078586561,0.0422614468357263,1.2414058624776012,-0.0009198383195325,0.4379587646172378,117000,1170,"date,decision_target_timestamp",0.0025823232717812,0.0,0.4598888888888889,0.0337330363690853
w1001_1010_hclose,10:01-10:10,close,2022-07,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,29837418,729,4798,5962803,125,4906,350,torch_mlp,1.0,target_label,0.0007036690164285,cross_section,cross_section,100,False,,,0,False,False,False,5962803,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0656749781495655,0.056013151297431,0.0630757373556285,0.0440632352294318,1.4314822102190408,0.0465794548156099,0.0463029721071657,1.005971165475173,0.0623526382385882,0.0393625050756407,1.5840617389256233,0.0453161841499949,0.043650272257341,1.0381649828627064,-0.0010098781203851,0.4214571569780185,125000,1250,"date,decision_target_timestamp",0.0017809108830988,-0.0011770746205002,0.455304,0.0294048264622688
w1001_1010_hclose,10:01-10:10,close,2023-01,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2023,2023-01,2020-01-02,2022-12-30,2023-01-03,2023-06-30,31208053,728,4983,5800511,118,5036,350,torch_mlp,1.0,target_label,0.0011114035175548,cross_section,cross_section,100,False,,,0,False,False,False,5800511,118,5036,date x symbol x opening_tick,"date,decision_target_timestamp",1180,0.0577913677043961,0.0478211660179352,0.0600272848541919,0.0457080734140204,1.3132753225118254,0.0470847694313019,0.0462600449827064,1.0178280079257127,0.0598641183553622,0.0406652246471084,1.4721206848077493,0.0466438974303512,0.0441419732274418,1.056679029503692,-0.0001821852492867,0.4270582367656918,118000,1180,"date,decision_target_timestamp",0.0034278503153473,0.0,0.4805,0.028675016015768
w1001_1010_hclose,10:01-10:10,close,2023-07,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2023,2023-07,2020-07-01,2023-06-30,2023-07-03,2023-12-29,32626128,729,5109,6237231,124,5111,350,torch_mlp,1.0,target_label,0.0033207287162653,cross_section,cross_section,100,False,,,0,False,False,False,6237231,124,5111,date x symbol x opening_tick,"date,decision_target_timestamp",1240,0.0774349617657562,0.0522604797247844,0.0696230670516927,0.0620689213299019,1.1217057677165003,0.0338356954408443,0.059752859297502,0.5662606917667423,0.0689387366083495,0.0565979737811797,1.2180424846105262,0.0320021050354398,0.0581911496777108,0.5499479768432504,-0.0006570414407178,0.4116446865604304,124000,1240,"date,decision_target_timestamp",0.0021236126776784,-0.0015286125708371,0.4531774193548387,0.0435800515115261
w1001_1010_hclose,10:01-10:10,close,2024-01,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2024,2024-01,2021-01-04,2023-12-29,2024-01-02,2024-06-28,33881404,727,5202,5922549,117,5127,350,torch_mlp,1.0,target_label,0.0018511595991037,cross_section,cross_section,100,False,,,0,False,False,False,5922549,117,5127,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0688229989755882,0.0866360939764941,0.0748088329348515,0.0673266704507373,1.1111322219563629,0.0612828705165587,0.0826767588204358,0.741234554799831,0.0748988061976834,0.0622658619766516,1.2028871651334212,0.0614541686994609,0.0784991334101467,0.782864294544141,-0.0012905957410112,0.4237798623531861,117000,1170,"date,decision_target_timestamp",0.0023902175016701,-0.000532443402335,0.464059829059829,0.035154104232788
w1001_1010_hclose,10:01-10:10,close,2024-07,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2024,2024-07,2021-07-01,2024-06-28,2024-07-01,2024-12-31,34869039,726,5226,6301624,125,5136,350,torch_mlp,1.0,target_label,-0.0039806288716084,cross_section,cross_section,100,False,,,0,False,False,False,6301624,125,5136,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.0634467134663402,0.0529089975646675,0.0751973958940928,0.0654947292846054,1.148144235657876,0.055045961054744,0.0649083256321603,0.8480570176265696,0.0750847093434353,0.0614920449388778,1.2210475260347635,0.0533133505844716,0.0631484357052827,0.8442544932274807,0.000597916485276,0.460391638726779,125000,1250,"date,decision_target_timestamp",0.003645475488156,0.0,0.47892,0.0394219793379306
w1001_1010_hclose,10:01-10:10,close,2025-01,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2025,2025-01,2022-01-04,2024-12-31,2025-01-02,2025-06-30,35621685,726,5260,5941462,117,5167,350,torch_mlp,1.0,target_label,-0.0009583603986473,cross_section,cross_section,100,False,,,0,False,False,False,5941462,117,5167,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.0677352055522829,0.0604601172362809,0.0674546856431015,0.0534714431249051,1.261508605360297,0.0476309132965992,0.0690695477168233,0.6896080091892324,0.0676419227138687,0.0484646854638793,1.395695072947131,0.0464501485071005,0.0669642719377066,0.6936556937453253,-0.0001171253825305,0.4372046812720505,117000,1170,"date,decision_target_timestamp",0.0029097336810082,-0.0003285995917394,0.4658888888888889,0.0316562466323375
w1001_1010_hclose,10:01-10:10,close,2025-07,nn_ds350_w1001_1010_hclose_36m_grouped_gated_v2_mse_v1,2025,2025-07,2022-07-01,2025-06-30,2025-07-01,2025-12-31,36166180,726,5266,6436433,126,5195,350,torch_mlp,1.0,target_label,-0.0036273115523042,cross_section,cross_section,100,False,,,0,False,False,False,6436433,126,5195,date x symbol x opening_tick,"date,decision_target_timestamp",1260,0.0448308682011408,0.0307942049601684,0.0475971817884902,0.0562548207702689,0.8460996077627828,0.031106558093406,0.0757859913224666,0.4104526120275811,0.0479672363889545,0.0517676144571354,0.9265877304172928,0.0309227796780441,0.0738211334570718,0.4188879014710097,0.000752042455133,0.4664414280394125,126000,1260,"date,decision_target_timestamp",0.0032474948093295,-0.0005071912892162,0.4714285714285714,0.0302900150418281
w1401_1410_h1m,14:01-14:10,1m,2022-01,nn_ds350_w1401_1410_h1m_36m_grouped_gated_v2_mse_v1,2022,2022-01,2019-01-02,2021-12-31,2022-01-04,2022-06-30,26952225,730,4646,5122523,117,4751,350,torch_mlp,1.0,target_label,0.1797672839143205,cross_section,cross_section,100,False,,,0,False,False,False,5122523,117,4751,date x symbol x opening_tick,"date,decision_target_timestamp",1170,0.4228448617092264,0.3203001795487475,0.4379862338299122,0.0962616272067003,4.549956680967326,0.3664757858749949,0.0466651314652961,7.853310906185589,0.4179398788162694,0.0847277849026925,4.9327369917231,0.3370778910079489,0.0419197513564506,8.041027918837575,-0.0009053452522493,0.2565544361635858,117000,1170,"date,decision_target_timestamp",0.0005469030002132,1.3378812582232058e-05,0.510042735042735,0.0040160086937248
w1401_1410_h1m,14:01-14:10,1m,2022-07,nn_ds350_w1401_1410_h1m_36m_grouped_gated_v2_mse_v1,2022,2022-07,2019-07-01,2022-06-30,2022-07-01,2022-12-30,28077108,729,4798,5678493,125,4906,350,torch_mlp,1.0,target_label,0.1544248659357009,cross_section,cross_section,100,False,,,0,False,False,False,5678493,125,4906,date x symbol x opening_tick,"date,decision_target_timestamp",1250,0.3851867495880977,0.3440687211755098,0.4128754417024109,0.0543755987743929,7.5930279575485935,0.3836636352880295,0.0464382970970277,8.261793805367292,0.3968341458262528,0.0393010713811936,10.097285694255811,0.3607309397684772,0.0398122602271241,9.060800309014116,-0.0008075631340034,0.2534985954900358,125000,1250,"date,decision_target_timestamp",0.0003940169117413,7.233796623040689e-06,0.50932,0.0033173027914017
