case,window,label,pool,test_month,groups,months,candidate_rows,selected_rows,pool_short_mean_bps,selected_short_mean_bps,short_internal_excess_bps,pool_next_mean_bps,selected_next_mean_bps,next_internal_excess_bps,short_rank_ic,next_rank_ic
w0931_0940_h1m,09:31-09:40,1m,pool_L,2022Q2,590,3,3128.5542372881355,100.0,-8.5420885,11.097084,19.639172,22.90144638816304,42.30699930874847,19.40555292058544,0.1744453844144801,0.0308348286948229
w0931_0940_h1m,09:31-09:40,1m,pool_L,2022Q3,650,3,3200.9615384615386,100.0,-9.805927,6.7119207,16.517849,-27.03416184751501,-11.355225329291924,15.678936518223084,0.1564889930464245,0.0086741308668195
w0931_0940_h1m,09:31-09:40,1m,pool_L,2022Q4,600,3,3281.0066666666667,100.0,-8.389646,4.021872,12.411517,28.034020569174547,32.714022922394385,4.6800023532198365,0.1444218589489995,0.015633460012239
w0931_0940_h1m,09:31-09:40,1m,pool_L,2023Q1,590,3,3327.0322033898306,100.0,-7.137821,4.253163,11.390985,25.429931597412757,49.61836297335543,24.188431375942677,0.1544882739780834,0.0173545476224441
w0931_0940_h1m,09:31-09:40,1m,pool_L,2023Q2,590,3,3358.581355932203,100.0,-8.818501,5.2900596,14.108561,5.420361494589133,50.458522573747686,45.03816107915856,0.1410094261336437,0.0087353352092734
w0931_0940_h1m,09:31-09:40,1m,pool_L,2023Q3,640,3,3421.2875,100.0,-7.968338,1.6845096,9.652847,-10.207723901871251,3.936578702352226,14.144302604223476,0.1415743108482985,-0.0093844649470368
w0931_0940_h1m,09:31-09:40,1m,pool_L,2023Q4,600,3,3458.2116666666666,100.0,-6.7094517,2.769038,9.47849,8.76106377255482,19.2597141307152,10.498650358160374,0.1370965549520254,-0.0091703877130113
w0931_0940_h1m,09:31-09:40,1m,pool_L,2024Q1,580,3,3475.751724137931,100.0,-8.43288,3.926749,12.35963,-5.069048736735863,17.5023059855437,22.57135472227956,0.1343978190365505,0.0016060355088846
w0931_0940_h1m,09:31-09:40,1m,pool_L,2024Q2,590,3,3451.3169491525423,100.0,-10.3866005,1.4537759,11.840377,-28.218432377654107,-13.204914192789284,15.01351818486482,0.1540161828561869,0.0460090332444803
w0931_0940_h1m,09:31-09:40,1m,pool_L,2024Q3,640,3,3447.5953125,100.0,-9.892297,1.3102504,11.202547,64.36753636095271,67.73030629073254,3.3627699297798195,0.1888344496062306,-0.022295399093324
w0931_0940_h1m,09:31-09:40,1m,pool_L,2024Q4,610,3,3460.6344262295083,100.0,-8.701173,4.7004232,13.401595,-1.654795212718645,17.368253758500487,19.02304897121913,0.1249117612913678,0.012977732341682
w0931_0940_h1m,09:31-09:40,1m,pool_L,2025Q1,570,3,3476.398245614035,100.0,-7.3454494,1.8702307,9.215681,36.026847989988404,56.66077187878912,20.63392388880071,0.1308640531832063,0.0179795482446326
w0931_0940_h1m,09:31-09:40,1m,pool_L,2025Q2,600,3,3458.4166666666665,100.0,-8.500781,-2.682201,5.81858,29.6283735755018,38.561754609874384,8.933381034372585,0.1367320877843139,-0.0057855984859166
w0931_0940_h1m,09:31-09:40,1m,pool_L,2025Q3,660,3,3467.457575757576,100.0,-5.4762187,2.772384,8.248603,44.33160473542021,71.23262335485855,26.901018619438336,0.1350783445246417,0.0191282239154105
w0931_0940_h1m,09:31-09:40,1m,pool_L,2025Q4,600,3,3473.435,100.0,-6.308628,0.3970981,6.705726,16.8045830091804,26.525748006202136,9.721164997021733,0.118610398613502,-0.0011098375238545
w0931_0940_h3m,09:31-09:40,3m,universe,2022Q1,580,3,4570.789655172413,100.0,-10.361467,29.373165,39.73463,-42.57357726142823,-10.933753228050346,31.63982403337788,0.1330898671883213,0.0152184581574939
w0931_0940_h3m,09:31-09:40,3m,universe,2022Q2,590,3,4618.077966101695,100.0,-6.8653173,32.548122,39.41344,9.602812476235773,17.085457416709907,7.482644940474135,0.1431570706894938,0.0347867357531287
w0931_0940_h3m,09:31-09:40,3m,universe,2022Q3,650,3,4709.509230769231,100.0,-9.529207,23.886126,33.415333,-34.00718856813019,-15.158383660746768,18.848804907383418,0.1228423480560506,0.0109441978801346
w0931_0940_h3m,09:31-09:40,3m,universe,2022Q4,600,3,4810.018333333333,100.0,-8.269748,17.64338,25.913126,20.18202577915832,31.550438301995342,11.368412522837032,0.1177044394433053,0.0221495646636827
w0931_0940_h3m,09:31-09:40,3m,universe,2023Q1,590,3,4869.796610169492,100.0,-5.6764174,16.04877,21.725191,18.64055316989865,42.646145644593815,24.00559247469517,0.1159189790127379,0.0219491821719221
w0931_0940_h3m,09:31-09:40,3m,universe,2023Q2,590,3,4918.266101694915,100.0,-8.179636,20.649199,28.828833,-3.874866961424375,33.91777349215862,37.79264045358299,0.1072719086387044,0.0185137198218503
w0931_0940_h3m,09:31-09:40,3m,universe,2023Q3,640,3,4992.903125,100.0,-7.6126413,15.726442,23.339085,-17.29138469987136,-8.046854086409846,9.244530613461516,0.111838911984643,-0.0009616298765358
w0931_0940_h3m,09:31-09:40,3m,universe,2023Q4,600,3,5039.761666666666,100.0,-6.4466834,17.97976,24.426441,3.5563132373917834,5.412069583486422,1.8557563460946391,0.1128121474264504,0.0090865305777505
w0931_0940_h3m,09:31-09:40,3m,universe,2024Q1,580,3,5059.025862068966,100.0,-8.721608,18.693514,27.415123,-20.027789057105544,-0.6258436057732459,19.401945451332296,0.0964897655773265,0.0126211535991434
w0931_0940_h3m,09:31-09:40,3m,universe,2024Q2,590,3,5047.869491525424,100.0,-10.422059,15.685456,26.107515,-37.59113558494519,-38.17189656672242,-0.5807609817772275,0.1055033037624786,0.0436099437366973
w0931_0940_h3m,09:31-09:40,3m,universe,2024Q3,640,3,5022.0296875,100.0,-9.003468,15.152384,24.15585,57.77183822631107,65.2505934057383,7.478755179427227,0.1337108987082374,-0.0103911481424683
w0931_0940_h3m,09:31-09:40,3m,universe,2024Q4,610,3,5044.372131147541,100.0,-7.2225947,22.681807,29.904402,-12.99245299496283,-13.354248728305338,-0.361795733342509,0.0871383947624172,0.0160284839019218
w0931_0940_h3m,09:31-09:40,3m,universe,2025Q1,570,3,5080.473684210527,100.0,-5.263356,15.353821,20.617178,25.087431807827123,12.86806030308935,-12.219371504737769,0.0809989242794589,0.0159997391610704
w0931_0940_h3m,09:31-09:40,3m,universe,2025Q2,600,3,5089.363333333334,100.0,-8.374079,8.751799,17.125877,22.89126220529048,22.11636108728729,-0.7749011180031917,0.0774506889663763,-0.0050571958593325
w0931_0940_h3m,09:31-09:40,3m,universe,2025Q3,660,3,5115.048484848485,100.0,-4.1447444,12.947939,17.092684,34.696871151312905,29.47931076253842,-5.217560388774487,0.0952408826271254,0.0140134368421536
w0931_0940_h3m,09:31-09:40,3m,universe,2025Q4,600,3,5123.426666666666,100.0,-5.61482,8.507294,14.122114,10.387548870064666,12.188964507021522,1.8014156369568577,0.0800862789333818,0.0058876864803105
w0931_0940_h3m,09:31-09:40,3m,pool_L,2022Q1,580,3,3080.0844827586207,100.0,-10.196021,10.707095,20.903116,-34.1288642184464,10.36739927978066,44.49626349822706,0.1154112233579659,0.0092805267257817
w0931_0940_h3m,09:31-09:40,3m,pool_L,2022Q2,590,3,3125.708474576272,100.0,-6.2879767,16.161547,22.449524,22.91311662487878,43.51226916596976,20.59915254109098,0.1287837337492649,0.031151689421364
w0931_0940_h3m,09:31-09:40,3m,pool_L,2022Q3,650,3,3199.1292307692306,100.0,-9.2520075,8.67337,17.925379,-27.01892117112201,-7.287621415877603,19.731299755244404,0.1073301544813457,0.0112400640347085
w0931_0940_h3m,09:31-09:40,3m,pool_L,2022Q4,600,3,3278.385,100.0,-7.791329,4.676275,12.467605,28.023890874095724,32.543646711240086,4.51975583714436,0.1002314678984313,0.0183788255833513
w0931_0940_h3m,09:31-09:40,3m,pool_L,2023Q1,590,3,3324.262711864407,100.0,-5.1757274,6.578636,11.754363,25.4514595797192,52.07204815181967,26.620588572100463,0.1009357014427737,0.0157926734686064
w0931_0940_h3m,09:31-09:40,3m,pool_L,2023Q2,590,3,3355.8881355932203,100.0,-7.7574077,8.218008,15.975415,5.42275451245122,52.8295069202761,47.40675240782489,0.0926533317847627,0.0097686571896602
w0931_0940_h3m,09:31-09:40,3m,pool_L,2023Q3,640,3,3419.115625,100.0,-7.1713843,2.8657737,10.037158,-10.211620091272708,5.870297147951302,16.08191723922401,0.0962632605119519,-0.0080776504999113
w0931_0940_h3m,09:31-09:40,3m,pool_L,2023Q4,600,3,3456.92,100.0,-5.82642,6.5493803,12.3758,8.757032877925527,23.25207287837165,14.49504000044612,0.0941203069096045,-0.0010700589597929
w0931_0940_h3m,09:31-09:40,3m,pool_L,2024Q1,580,3,3474.9,100.0,-8.958594,3.2056959,12.16429,-5.054078148219507,18.381496560182622,23.43557470840213,0.0803726709989967,0.0013948042627981
w0931_0940_h3m,09:31-09:40,3m,pool_L,2024Q2,590,3,3449.177966101695,100.0,-10.79734,1.2916147,12.088955,-28.21826524571063,-15.410097574516858,12.808167671193768,0.0952284740153303,0.040055621488387
w0931_0940_h3m,09:31-09:40,3m,pool_L,2024Q3,640,3,3443.7203125,100.0,-9.041456,2.070322,11.111778,64.38290671733417,71.76560236247786,7.382695645143704,0.1262279446129101,-0.0186619525357106
w0931_0940_h3m,09:31-09:40,3m,pool_L,2024Q4,610,3,3459.7639344262293,100.0,-7.156953,6.0444293,13.201382,-1.649182970645229,19.933596320738918,21.582779291384146,0.0786609550653182,0.0133905760344428
w0931_0940_h3m,09:31-09:40,3m,pool_L,2025Q1,570,3,3474.833333333333,100.0,-5.0242815,4.356178,9.38046,36.02749472080856,57.93398542539654,21.906490704587977,0.0770013350031975,0.0171467878765842
w0931_0940_h3m,09:31-09:40,3m,pool_L,2025Q2,600,3,3457.648333333333,100.0,-8.687599,-4.341901,4.3456984,29.629074721722407,38.51711469999205,8.888039978269637,0.0771403110775207,-0.0076331271173868
w0931_0940_h3m,09:31-09:40,3m,pool_L,2025Q3,660,3,3467.1227272727274,100.0,-3.575128,7.191099,10.766228,44.331578845389245,67.18343456479543,22.851855719406185,0.0882751094502733,0.0114001208196715
w0931_0940_h3m,09:31-09:40,3m,pool_L,2025Q4,600,3,3472.7883333333334,100.0,-5.290526,1.5177892,6.808315,16.802202210731025,29.43533588051563,12.633133669784607,0.0708100880974957,-0.0001881958843618
w0931_0940_h5m,09:31-09:40,5m,universe,2022Q1,580,3,4567.51551724138,100.0,-10.895922,31.553724,42.449646,-42.56675325754839,-3.523616780062374,39.04313647748602,0.1125902085783154,0.0142484015508226
w0931_0940_h5m,09:31-09:40,5m,universe,2022Q2,590,3,4614.3830508474575,100.0,-5.0003376,38.297752,43.298088,9.64515529210085,25.19056847573548,15.545413183634636,0.1241144033837976,0.0310989982865864
w0931_0940_h5m,09:31-09:40,5m,universe,2022Q3,650,3,4706.106153846154,100.0,-8.586509,26.868639,35.455147,-34.00531789191586,-14.112205637023454,19.8931122548924,0.1066070684684928,0.0144156139070686
w0931_0940_h5m,09:31-09:40,5m,universe,2022Q4,600,3,4806.265,100.0,-7.873912,19.630907,27.504822,20.195060896012137,32.80016292630503,12.605102030292892,0.1020170592784403,0.0253550217694647
w0931_0940_h5m,09:31-09:40,5m,universe,2023Q1,590,3,4866.230508474577,100.0,-3.9118326,18.967571,22.879402,18.654934119218986,44.01864225405305,25.36370813483406,0.0967241772242938,0.0267214404188548
w0931_0940_h5m,09:31-09:40,5m,universe,2023Q2,590,3,4914.4305084745765,100.0,-7.236759,22.573605,29.810366,-3.8612046987792503,33.84005668313802,37.70126138191727,0.0899613882073298,0.0222126023267033
w0931_0940_h5m,09:31-09:40,5m,universe,2023Q3,640,3,4989.534375,100.0,-7.173018,18.908194,26.081213,-17.30502587836365,-9.814382619448924,7.490643258914727,0.0890878613651974,0.0043434704048327
w0931_0940_h5m,09:31-09:40,5m,universe,2023Q4,600,3,5037.58,100.0,-6.178054,21.868713,28.046768,3.5621534826192307,8.136222958715225,4.574069476095995,0.0937442605433855,0.0073737267483087
w0931_0940_h5m,09:31-09:40,5m,universe,2024Q1,580,3,5056.7827586206895,100.0,-9.565864,21.30643,30.872295,-19.998302706280988,1.3724018767708457,21.37070458305184,0.0766120050144722,0.0114291872678192
w0931_0940_h5m,09:31-09:40,5m,universe,2024Q2,590,3,5045.164406779661,100.0,-10.7406645,17.88329,28.623955,-37.550767808710006,-50.01482617009435,-12.464058361384348,0.0852754623362501,0.0346627243881914
w0931_0940_h5m,09:31-09:40,5m,universe,2024Q3,640,3,5018.46875,100.0,-8.021464,18.449926,26.47139,57.79258683301261,62.82786963700892,5.035282803996314,0.1044048522254784,-0.0114122687690222
w0931_0940_h5m,09:31-09:40,5m,universe,2024Q4,610,3,5043.386885245902,100.0,-6.6226215,27.248774,33.871395,-12.980763353147683,-10.07298470461506,2.9077786485326214,0.0695047540251182,0.0166007114126388
w0931_0940_h5m,09:31-09:40,5m,universe,2025Q1,570,3,5078.570175438596,100.0,-2.0857694,22.08452,24.17029,25.09378495459449,14.665077812952918,-10.428707141641574,0.0620814232117762,0.0133059276362526
w0931_0940_h5m,09:31-09:40,5m,universe,2025Q2,600,3,5087.843333333333,100.0,-8.02964,11.732956,19.762596,22.901495117055816,23.57852683499233,0.6770317179365186,0.0641763557059579,-0.0026974919788177
w0931_0940_h5m,09:31-09:40,5m,universe,2025Q3,660,3,5114.295454545455,100.0,-2.869852,15.753077,18.622929,34.698612017614465,26.116080992682825,-8.582531024931649,0.0717913108879183,0.0051345760861858
w0931_0940_h5m,09:31-09:40,5m,universe,2025Q4,600,3,5122.44,100.0,-5.2344418,11.856958,17.0914,10.398658197261392,18.179762579303283,7.7811043820418915,0.0593835773779465,0.0007252655469909
w0931_0940_h5m,09:31-09:40,5m,pool_L,2022Q1,580,3,3078.103448275862,100.0,-10.863639,11.854252,22.717892,-34.113202947122694,12.345774507708056,46.458977454830745,0.095670240660261,0.0098481090465955
w0931_0940_h5m,09:31-09:40,5m,pool_L,2022Q2,590,3,3123.34406779661,100.0,-4.467343,19.467262,23.934603,22.95678850623865,46.30236445489136,23.345575948652705,0.1114190733360435,0.0293136760503536
w0931_0940_h5m,09:31-09:40,5m,pool_L,2022Q3,650,3,3197.1184615384614,100.0,-8.347422,10.713349,19.06077,-27.008618509923952,-5.06274597427584,21.945872535648117,0.0927143865331808,0.0144855330799515
w0931_0940_h5m,09:31-09:40,5m,pool_L,2022Q4,600,3,3276.063333333333,100.0,-7.480021,4.6885185,12.168539,28.03633998220292,34.40348180092839,6.367141818725473,0.0866109275435053,0.022316256948881
w0931_0940_h5m,09:31-09:40,5m,pool_L,2023Q1,590,3,3322.338983050848,100.0,-3.32647,8.770251,12.096721,25.460843152555075,50.70525896341736,25.24441581086228,0.0829659523635077,0.0200528891955345
w0931_0940_h5m,09:31-09:40,5m,pool_L,2023Q2,590,3,3353.915254237288,100.0,-6.730927,10.073795,16.804722,5.4259751090079975,55.47741609242409,50.0514409834161,0.0764784512185596,0.0140750475948493
w0931_0940_h5m,09:31-09:40,5m,pool_L,2023Q3,640,3,3417.5234375,100.0,-6.7419577,5.4142485,12.156206,-10.221661876925696,4.731517827005091,14.95317970393079,0.0745784082218385,-0.0012914883714476
w0931_0940_h5m,09:31-09:40,5m,pool_L,2023Q4,600,3,3456.1183333333333,100.0,-5.6757226,8.9779625,14.653685,8.755566893831922,23.32170897652069,14.566142082688764,0.0768726351143438,-0.0027310271930014
w0931_0940_h5m,09:31-09:40,5m,pool_L,2024Q1,580,3,3474.148275862069,100.0,-9.898932,2.3603926,12.259325,-5.039334757227478,22.235134130639267,27.27446888786675,0.0603290296016583,0.0017967438616196
w0931_0940_h5m,09:31-09:40,5m,pool_L,2024Q2,590,3,3448.0491525423727,100.0,-11.361314,0.7941602,12.155475,-28.21469577147255,-21.255155887717574,6.959539883754971,0.0747582178526749,0.0322657753236408
w0931_0940_h5m,09:31-09:40,5m,pool_L,2024Q3,640,3,3441.675,100.0,-8.248354,2.786917,11.035272,64.40088254382067,75.66176362079305,11.26088107697238,0.0968460139512034,-0.0184156332236638
w0931_0940_h5m,09:31-09:40,5m,pool_L,2024Q4,610,3,3459.1491803278686,100.0,-6.7416296,7.1472287,13.888858,-1.638095866990516,18.293310926662357,19.931406793652872,0.0621561190281013,0.0157701088945035
w0931_0940_h5m,09:31-09:40,5m,pool_L,2025Q1,570,3,3473.9491228070174,100.0,-1.7310071,8.912008,10.643015,36.03412563077701,60.30001904327086,24.265893412493845,0.0580796289018924,0.0165926034245146
w0931_0940_h5m,09:31-09:40,5m,pool_L,2025Q2,600,3,3457.085,100.0,-8.582534,-3.7972417,4.785291,29.63129068239974,43.15099382204149,13.519703139641756,0.0642145462005512,-0.0026542029110481
w0931_0940_h5m,09:31-09:40,5m,pool_L,2025Q3,660,3,3466.8818181818183,100.0,-2.2261007,9.330207,11.556308,44.330652851895145,66.11423322050715,21.783580368612,0.0664040062512146,0.0057692609600457
w0931_0940_h5m,09:31-09:40,5m,pool_L,2025Q4,600,3,3472.431666666667,100.0,-4.9494476,1.8445182,6.7939663,16.805409654312093,30.05170335242893,13.246293698116842,0.050001563253882,-0.0034880131310808
w0931_0940_h10m,09:31-09:40,10m,universe,2022Q1,580,3,4559.796551724138,100.0,-10.6630945,37.424694,48.08779,-42.540488834779445,-4.457323369362429,38.08316546541702,0.0882376701897113,0.0174624565206295
w0931_0940_h10m,09:31-09:40,10m,universe,2022Q2,590,3,4604.754237288135,100.0,-0.6684507,49.120136,49.78859,9.73988920549649,23.504269366479814,13.764380160983327,0.1072989063543024,0.0321615038758365
w0931_0940_h10m,09:31-09:40,10m,universe,2022Q3,650,3,4694.804615384615,100.0,-4.7483506,35.614746,40.363094,-33.9892359172702,-12.67035669604412,21.31887922122608,0.081376769274847,0.0176092098350883
w0931_0940_h10m,09:31-09:40,10m,universe,2022Q4,600,3,4795.4783333333335,100.0,-10.746268,20.260174,31.006441,20.234075742091857,36.59402771934302,16.359951977251164,0.0747536296387458,0.0232413195374335
w0931_0940_h10m,09:31-09:40,10m,universe,2023Q1,590,3,4854.754237288135,100.0,-0.5928905,24.33338,24.926271,18.682292893327787,45.88895895166082,27.206666058333035,0.0714422830875362,0.0229405123151178
w0931_0940_h10m,09:31-09:40,10m,universe,2023Q2,590,3,4901.85593220339,100.0,-5.014977,28.086626,33.101604,-3.8304220151962793,35.836394233542265,39.66681624873854,0.0702984576179463,0.0174514775806767
w0931_0940_h10m,09:31-09:40,10m,universe,2023Q3,640,3,4980.109375,100.0,-7.2881064,24.261827,31.549932,-17.312081268443333,-12.621419434673562,4.690661833769772,0.0713990708264066,0.0041176384375082
w0931_0940_h10m,09:31-09:40,10m,universe,2023Q4,600,3,5031.05,100.0,-6.9006534,26.038391,32.93904,3.5600203706434628,1.9057284016245235,-1.654291969018939,0.0713547770194372,0.0084319000818324
w0931_0940_h10m,09:31-09:40,10m,universe,2024Q1,580,3,5051.548275862069,100.0,-13.255705,16.847715,30.103418,-19.93810780041008,1.5263971807486916,21.46450498115877,0.0527848386579195,0.0093024475994195
w0931_0940_h10m,09:31-09:40,10m,universe,2024Q2,590,3,5038.730508474577,100.0,-12.942081,16.797646,29.739727,-37.45074598725785,-50.14809983853047,-12.697353851272622,0.0638347418163729,0.0283686650774537
w0931_0940_h10m,09:31-09:40,10m,universe,2024Q3,640,3,5005.965625,100.0,-5.3346257,25.662914,30.99754,57.77462280494329,69.70304187129963,11.928419066356344,0.0716237279452399,-0.0086423012774184
w0931_0940_h10m,09:31-09:40,10m,universe,2024Q4,610,3,5040.329508196722,100.0,-4.3440084,35.579037,39.923046,-12.963807127438194,-17.56107140646084,-4.597264279022647,0.0505551446077841,0.011766691132233
w0931_0940_h10m,09:31-09:40,10m,universe,2025Q1,570,3,5072.971929824562,100.0,2.2934375,30.70189,28.408455,25.098879110135933,16.556614637329695,-8.542264472806243,0.0472722475873364,0.0114031940264495
w0931_0940_h10m,09:31-09:40,10m,universe,2025Q2,600,3,5083.738333333334,100.0,-6.619994,14.5619335,21.181929,22.928143452611973,26.68865119022293,3.760507737610964,0.0395344040502545,-0.0027254258476133
w0931_0940_h10m,09:31-09:40,10m,universe,2025Q3,660,3,5111.877272727273,100.0,-1.2781177,16.284603,17.562721,34.71060052392479,22.01531242174023,-12.69528810218456,0.0459164079086987,-0.0039872830967085
w0931_0940_h10m,09:31-09:40,10m,universe,2025Q4,600,3,5118.753333333333,100.0,-4.7555785,13.786702,18.542282,10.417134840260443,12.403100021476083,1.9859651812156387,0.0479060414876861,-0.0021119354269459
w0931_0940_h10m,09:31-09:40,10m,pool_L,2022Q1,580,3,3073.405172413793,100.0,-10.579443,16.368172,26.947617,-34.04971143549769,15.192897283194684,49.24260871869238,0.0710196507641453,0.0121293497190654
w0931_0940_h10m,09:31-09:40,10m,pool_L,2022Q2,590,3,3116.9762711864405,100.0,-0.28177848,26.67824,26.960018,23.041302912427167,48.35290032012546,25.3115974076983,0.0958679235472935,0.031734778123076
w0931_0940_h10m,09:31-09:40,10m,pool_L,2022Q3,650,3,3189.783076923077,100.0,-4.4127755,17.482458,21.895233,-26.971436420054413,-3.880657568321179,23.090778851733237,0.0699007172414744,0.0166525314152085
w0931_0940_h10m,09:31-09:40,10m,pool_L,2022Q4,600,3,3269.411666666667,100.0,-10.515535,2.236602,12.752137,28.06841790238793,33.60332402338424,5.534906120996303,0.0603462796328159,0.0179626606610284
w0931_0940_h10m,09:31-09:40,10m,pool_L,2023Q1,590,3,3314.9559322033897,100.0,0.171414,12.9988985,12.827484,25.493992139189466,52.48670242315268,26.992710283963216,0.0594167718407061,0.0169215587014337
w0931_0940_h10m,09:31-09:40,10m,pool_L,2023Q2,590,3,3346.6474576271185,100.0,-4.31319,15.272319,19.585508,5.447195217397833,55.82539502271676,50.378199805318914,0.059518834191605,0.010280986636576
w0931_0940_h10m,09:31-09:40,10m,pool_L,2023Q3,640,3,3412.39375,100.0,-6.8472357,9.827258,16.674496,-10.222747714966028,5.592708283957203,15.81545599892323,0.0602075906265539,-0.0007066624552943
w0931_0940_h10m,09:31-09:40,10m,pool_L,2023Q4,600,3,3453.2366666666667,100.0,-6.7115383,10.289681,17.001219,8.74215177720748,23.27662349135481,14.53447171414733,0.0581693323406548,0.0010523537028003
w0931_0940_h10m,09:31-09:40,10m,pool_L,2024Q1,580,3,3471.986206896552,100.0,-13.689079,-2.895784,10.793296,-4.998576732091942,19.459256994176283,24.457833726268223,0.0362510502234825,-0.0031146609841238
w0931_0940_h10m,09:31-09:40,10m,pool_L,2024Q2,590,3,3445.2813559322035,100.0,-14.036043,-2.4482296,11.587813,-28.1909632320641,-24.588186535980796,3.6027766960833043,0.0542488474101447,0.0244310693869802
w0931_0940_h10m,09:31-09:40,10m,pool_L,2024Q3,640,3,3434.1,100.0,-5.671817,5.022723,10.69454,64.40867994166506,78.11790705169449,13.709227110029431,0.0646112820126144,-0.0136605533123564
w0931_0940_h10m,09:31-09:40,10m,pool_L,2024Q4,610,3,3457.265573770492,100.0,-4.6506305,11.678812,16.329441,-1.624983155037134,15.36868909783122,16.993672252868354,0.04410850745065,0.0126860524295579
w0931_0940_h10m,09:31-09:40,10m,pool_L,2025Q1,570,3,3470.80701754386,100.0,2.7016668,16.119705,13.418038,36.038834512819214,59.31665481319004,23.27782030037082,0.0428178456185034,0.0150056707304826
w0931_0940_h10m,09:31-09:40,10m,pool_L,2025Q2,600,3,3455.286666666667,100.0,-7.3079233,-3.6994543,3.6084692,29.64464675332373,41.876483093585286,12.231836340261552,0.0375963358957198,-0.0037237610580433
w0931_0940_h10m,09:31-09:40,10m,pool_L,2025Q3,660,3,3465.7818181818184,100.0,-0.53763926,10.728364,11.266003,44.330898886081926,64.66838002806134,20.337481141979417,0.0455391015132913,0.0029065076189407
w0931_0940_h10m,09:31-09:40,10m,pool_L,2025Q4,600,3,3470.74,100.0,-4.3757997,3.1082304,7.48403,16.81572951266596,35.43052001975853,18.61479050709257,0.0448000419959217,0.0014610072519505
w0931_0940_h1h,09:31-09:40,1h,universe,2022Q1,580,3,4437.212068965518,100.0,-5.0040846,67.22337,72.227455,-41.98972486736166,-5.517890301317174,36.471834566044485,0.0535768456398462,0.0204583348978867
w0931_0940_h1h,09:31-09:40,1h,universe,2022Q2,590,3,4477.279661016949,100.0,3.4832466,62.96336,59.480118,10.132517309876992,15.507182441524971,5.374665131647982,0.0582315973443417,0.0248756095712492
w0931_0940_h1h,09:31-09:40,1h,universe,2022Q3,650,3,4581.515384615384,100.0,-8.059318,49.672848,57.73217,-33.848647945194855,-18.810448456275992,15.03819948891886,0.0495989114720038,0.0175993694319158
w0931_0940_h1h,09:31-09:40,1h,universe,2022Q4,600,3,4663.77,100.0,4.5370884,45.071793,40.534702,20.83013726466918,37.61727492726257,16.787137662593388,0.038950471367145,0.0210813150790561
w0931_0940_h1h,09:31-09:40,1h,universe,2023Q1,590,3,4739.038983050848,100.0,-1.4042403,28.544453,29.948692,19.06342551708865,43.79329137908703,24.729865861998384,0.0408050548923594,0.02275626865246
w0931_0940_h1h,09:31-09:40,1h,universe,2023Q2,590,3,4780.959322033898,100.0,-8.292917,42.966316,51.259235,-3.4051005130826164,32.95950771670543,36.36460822978805,0.033501023974566,0.0154144704256944
w0931_0940_h1h,09:31-09:40,1h,universe,2023Q3,640,3,4853.8875,100.0,-2.6919174,38.817116,41.509033,-17.27668511281474,-23.271247400456936,-5.994562287642201,0.0396033478629616,0.0010442545110456
w0931_0940_h1h,09:31-09:40,1h,universe,2023Q4,600,3,4937.453333333333,100.0,-4.8332543,44.805706,49.63896,3.5460143540695186,-6.228679613044875,-9.774693967114397,0.0263375183751683,0.0004503848306386
w0931_0940_h1h,09:31-09:40,1h,universe,2024Q1,580,3,4973.418965517241,100.0,-11.371722,33.91981,45.29153,-19.53445401984483,-1.0169738513086433,18.517480168536185,0.0336779520652272,0.0142827179825643
w0931_0940_h1h,09:31-09:40,1h,universe,2024Q2,590,3,4911.922033898305,100.0,-9.917923,35.741146,45.65907,-37.031660677722655,-45.0432673023743,-8.011606624651643,0.0361378163366656,0.0156622942669447
w0931_0940_h1h,09:31-09:40,1h,universe,2024Q3,640,3,4784.084375,100.0,2.1723292,43.568905,41.396576,60.02667071964344,74.9030592728142,14.87638855317078,0.0271513994866424,-0.0102026978156244
w0931_0940_h1h,09:31-09:40,1h,universe,2024Q4,610,3,4986.247540983607,100.0,-8.460887,58.404007,66.8649,-12.90424027368617,-19.47707718439589,-6.572836910709723,0.0272308455900701,0.0134006362464651
w0931_0940_h1h,09:31-09:40,1h,universe,2025Q1,570,3,4991.563157894737,100.0,10.905615,51.538483,40.632866,25.189540696924077,3.2121757529948707,-21.977364943929203,0.0191983330126207,0.0080791243284428
w0931_0940_h1h,09:31-09:40,1h,universe,2025Q2,600,3,5006.066666666667,100.0,11.376203,42.67491,31.298708,23.08101296369076,22.967716776135248,-0.113296187555511,0.0251214888818803,0.0045132409266366
w0931_0940_h1h,09:31-09:40,1h,universe,2025Q3,660,3,5065.612121212122,100.0,-3.713069,21.019817,24.732887,34.874201297202674,19.13673984408897,-15.737461453113704,0.0176379880830319,-0.0091052429451325
w0931_0940_h1h,09:31-09:40,1h,universe,2025Q4,600,3,5060.766666666666,100.0,2.179745,31.898418,29.718676,10.559272364552236,19.161908512696,8.602636148143755,0.0187936104922916,0.0025384729772105
w0931_0940_h1h,09:31-09:40,1h,pool_L,2022Q1,580,3,2994.941379310345,100.0,-5.277292,30.118261,35.395554,-33.29520700671547,24.974700056029526,58.269907062745,0.0397398825413267,0.0176107394811717
w0931_0940_h1h,09:31-09:40,1h,pool_L,2022Q2,590,3,3031.935593220339,100.0,3.6439795,27.390081,23.746101,23.566001913619065,50.75648514759419,27.19048323397512,0.0485753233308537,0.0256926227099298
