case,purge_train_sessions,pool_lag,candidate_rows,valid_candidate_rows,decision_candidate_rows,entry_candidate_rows,candidate_invalid_pct,causal_vs_valid_top100_overlap,decision_vs_valid_top100_overlap,entry_vs_valid_top100_overlap,causal_invalid_pct,causal_short_missing_pct,causal_next_missing_pct,causal_limit_share_pct,causal_short_excess_bps,causal_next_excess_bps,causal_short_excess_missing_zero_bps,causal_next_excess_missing_zero_bps,decision_filter_invalid_pct,decision_filter_short_missing_pct,decision_filter_next_missing_pct,decision_filter_limit_share_pct,decision_filter_short_excess_bps,decision_filter_next_excess_bps,decision_filter_short_excess_missing_zero_bps,decision_filter_next_excess_missing_zero_bps,entry_filter_invalid_pct,entry_filter_short_missing_pct,entry_filter_next_missing_pct,entry_filter_limit_share_pct,entry_filter_short_excess_bps,entry_filter_next_excess_bps,entry_filter_short_excess_missing_zero_bps,entry_filter_next_excess_missing_zero_bps,valid_filter_limit_share_pct,valid_filter_short_excess_bps,valid_filter_next_excess_bps
w0931_0940_hclose,1,0,3391.3215183363923,3382.873377074011,3383.770727215743,3383.7154119826405,0.24879787923233843,0.9980295592441917,0.9990177916999251,0.9991332946562059,0.19704407558092013,0.1103735412014945,0.19704407558091996,4.127367187824488,22.395761,21.822495,22.369797,21.696548,0.09822083000752754,0.011550295628101987,0.09822083000752746,4.037806253313562,22.385582,21.814917,22.37982,21.717813,0.08667053437942554,0.0,0.08667053437942547,4.029430006296029,22.38752,21.813698,22.38752,21.725594,4.020723784124789,22.303225,21.827847
