scope,selected_rows,valid_overnight_rows,overnight_negative_pct,overnight_le_minus100_pct,overnight_le_minus300_pct,overnight_le_minus500_pct,overnight_p01_bps,overnight_p05_bps,overnight_p10_bps,same_day_negative_pct
universe,121125.0,121125.0,55.15567651308354,45.5497047567811,26.083416626578572,13.610942515442762,-1108.2259049987792,-829.9301895141601,-595.3247581481933,50.85919512594204
pool_L,121125.0,121125.0,51.7951710113682,38.45839915878423,16.435983933569922,6.4806314482082525,-938.7289166259766,-557.2511190414428,-406.6141231536865,51.777460934937125
