label_horizon,primary_excess_bps,candidate_final_limit_share_pct,selected_final_limit_share_pct,final_limit_enrichment_x,selected_final_limit_mean_bps,selected_final_limit_return_contribution_bps,selected_final_limit_excess_contribution_bps,reselected_excess_vs_original_pool_bps,reselected_excess_vs_filtered_pool_bps,candidate_decision_near_share_pct,selected_decision_near_share_pct,decision_near_enrichment_x,candidate_decision_sealed_share_pct,selected_decision_sealed_share_pct,decision_sealed_enrichment_x,candidate_entry_near_share_pct,selected_entry_near_share_pct,entry_near_enrichment_x,candidate_entry_at_limit_share_pct,selected_entry_at_limit_share_pct,entry_at_limit_enrichment_x,groups
1m,11.982886052158186,0.769685255397839,4.615875882526638,6.832569309633501,69.16501538607957,3.059153551612781,3.3962178195441095,8.92953707570114,9.21374887513057,0.16854271782048424,0.14321912126928443,0.8410077556915111,0.0,0.0,,0.04437375778536744,0.16446485710741054,5.567387284062134,0.0055928495831695756,0.005379680282600786,1.1923954894179403,9690
3m,12.836464664641586,0.770034920038132,4.6638721532465395,6.927391409679256,119.30839141223468,5.352802334417295,5.602330536013939,7.53040063246322,8.092576738204606,0.16859441258709693,0.15205402407761154,0.8932180982300282,0.0,0.0,,0.04437426000870779,0.13975078095826826,4.697663414207934,0.005587378211335776,0.003261407270847524,0.7280697490921367,9690
10m,13.999435556693458,0.7710994892921864,4.485573762037648,6.650903093079265,219.02472879234958,9.538604018106145,9.590918818669703,4.685815371854971,5.944769732524872,0.16860852806640844,0.15052776618882652,0.8952760047803876,0.0,0.0,,0.044408630794720606,0.14028327224375278,4.5467790207625605,0.0055883770987237655,0.0051601659915139755,1.1730179809363468,9690
1h,16.33319484461925,0.7760540966892895,4.001977125799403,5.861546763972661,457.24948167597597,17.93821627028144,17.443716176033117,-0.8607278199262298,2.378826643466302,0.16899707343438872,0.14902732389266948,0.8763430894265939,0.0,0.0,,0.04423064776075346,0.1040658314459888,3.401474294585307,0.005474574559681618,0.003538302313178237,0.8103236984568485,9690
close,20.846113425178984,0.767773464381726,3.8232946133496664,5.719280219909762,742.0296002455078,28.40944898161953,26.780144293064172,-5.564857566754867,0.027031036492908056,0.16830953271651256,0.1531305172210335,0.9010540022012,0.0,0.0,,0.044301568045548245,0.09391635862344541,3.1497999500233753,0.0055811956766861496,0.004666742633779501,1.1706937916723552,9690
