Exit code: 0
Wall time: 0 seconds
Output:
policy,pool,threshold,threshold_label_bps,rows,selected_notional,target_notional_denominator,raw_gross_bps_vs_target,raw_net_bps_vs_target,winsor_gross_bps_vs_target,winsor_net_bps_vs_target,trim_gross_bps_vs_target,trim_net_bps_vs_target,winsor_removed_bps,non_tail_background_bps,tail_occurrence_at_threshold_bps,tail_severity_above_threshold_bps,tail_total_contribution_bps,tail_row_share,tail_notional_share,tail_mean_label_bps,non_tail_mean_label_bps
capacity_only,pool_L,p95,881.720083878219,1583434,484500000000.0,484500000000.0,26.554795612428183,18.554795612428183,-1.9123019611917877,-9.912301961191787,-53.0710156649617,-60.60684373884428,28.46709757361997,-53.0710156649617,51.158713703769905,28.467097573619974,79.62581127738989,0.04999955792284364,0.05802149076467653,1369.8265774562415,-47.78232876696094
capacity_only,pool_L,p99,1683.0520433056247,1583434,484500000000.0,484500000000.0,26.554795612428183,18.554795612428183,20.750701888974636,12.750701888974636,1.6040779797953995,-6.30491295611613,5.80409372345355,1.6040779797953995,19.146623909179233,5.804093723453554,24.950717632632788,0.010000416815604566,0.01137613301105889,2189.904769166748,1.2096261391195569
realistic_no_refill,pool_L,p95,875.376849483813,1541808,391380724972.5934,484500000000.0,21.2893013428315,14.82687451149869,-0.5189238734416428,-6.981350704774454,-40.41064043000867,-46.50850000937369,21.808225216273144,-40.41064043000867,39.891716556567026,21.80822521627314,61.69994177284016,0.05000038915351328,0.056413366291468335,1355.0505264645024,-47.31758560666769
realistic_no_refill,pool_L,p99,1663.2692982907154,1541808,391380724972.5934,484500000000.0,21.2893013428315,14.82687451149869,16.90277014334691,10.4403433120141,2.2420675515386823,-4.149844167866677,4.3865311994845895,2.2420675515386823,14.660702591808233,4.386531199484583,19.04723379129282,0.010000596702053693,0.010911552852801874,2161.847935562063,1.1935324351800478
visible_pretrade_refill,pool_L,p95,842.9116907318202,2030834,484485100404.3782,484500000000.0,25.40146932133596,17.401715341490704,-1.3326299718789474,-9.3323839517242,-49.417217121354376,-56.9606045548277,26.734099293214907,-49.417217121354376,48.084587149475425,26.734099293214907,74.81868644269034,0.0499996553140237,0.057047572653072504,1312.5722532354014,-46.630329348233936
visible_pretrade_refill,pool_L,p99,1616.4123489678586,2030834,484485100404.3782,484500000000.0,25.40146932133596,17.401715341490704,19.948430204465453,11.948676224620199,1.9738149272509342,-5.936978508393123,5.453039116870506,1.9738149272509342,17.97461527721452,5.453039116870507,23.427654394085028,0.0100003249896348,0.011120410005773457,2112.5822890873214,0.20487059721177128
